,CAS,眼睛接触
1963,540-38-5,就医
1964,540-42-1,提起眼睑，用流动清水或生理盐水冲洗
1965,540-42-1,如有不适感，就医
1966,540-51-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1967,540-51-2,如有不适感，就医
1968,540-54-5,提起眼睑，用流动清水或生理盐水冲洗
1969,540-54-5,如有不适感，就医
1970,540-59-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1971,540-59-0,如有不适感，就医
1972,540-67-0,提起眼睑，用流动清水或生理盐水冲洗
1973,540-67-0,如有不适感，就医
1974,540-73-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1975,540-73-8,如有不适感，就医
1976,540-84-1,提起眼睑，用流动清水或生理盐水冲洗
1977,540-84-1,如有不适感，就医
1978,540-88-5,提起眼睑，用流动清水或生理盐水冲洗
1979,540-88-5,如有不适感，就医
1980,5405-53-8,提起眼睑，用流动清水或生理盐水冲洗
1981,5405-53-8,就医
1982,541-31-1,提起眼睑，用流动清水或生理盐水冲洗
1983,541-31-1,如有不适感，就医
1984,541-41-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1985,541-41-3,如有不适感，就医
1986,541-42-4,提起眼睑，用流动清水或生理盐水冲洗
1987,541-42-4,如有不适感，就医
1988,541-73-1,提起眼睑，用流动清水或生理盐水冲洗
1989,541-73-1,如有不适感，就医
1990,541-88-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1991,541-88-8,如有不适感，就医
1992,5419-55-6,提起眼睑，用流动清水或生理盐水冲洗
1993,5419-55-6,就医
1994,542-54-1,提起眼睑，用流动清水或生理盐水冲洗
1995,542-54-1,就医
1996,542-55-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
1997,542-55-2,如有不适感，就医
1998,542-56-3,提起眼睑，用流动清水或生理盐水冲洗
1999,542-56-3,如有不适感，就医
2000,542-62-1,提起眼睑，用流动清水或生理盐水冲洗
2001,542-62-1,如有不适感，就医
2002,542-69-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2003,542-69-8,如有不适感，就医
2004,542-75-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2005,542-75-6,如有不适感，就医
2006,542-76-7,提起眼睑，用流动清水或生理盐水冲洗
2007,542-76-7,如有不适感，就医
2008,542-88-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2009,542-88-1,如有不适感，就医
2010,542-90-5,提起眼睑，用流动清水或生理盐水冲洗
2011,542-90-5,如有不适感，就医
2012,542-92-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2013,542-92-7,如有不适感，就医
2014,543-20-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2015,543-20-4,如有不适感，就医
2016,543-27-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2017,543-27-1,如有不适感，就医
2018,543-59-9,提起眼睑，用流动清水或生理盐水冲洗
2019,543-59-9,就医
2020,543-67-9,提起眼睑，用流动清水或生理盐水冲洗
2021,543-67-9,如有不适感，就医
2022,543-80-6,提起眼睑，用流动清水或生理盐水冲洗
2023,543-80-6,就医
2024,543-81-7,提起眼睑，用流动清水或生理盐水冲洗
2025,543-81-7,就医
2026,544-01-4,提起眼睑，用流动清水或生理盐水冲洗
2027,544-01-4,如有不适感，就医
2028,544-10-5,提起眼睑，用流动清水或生理盐水冲洗
2029,544-10-5,如有不适感，就医
2030,544-13-8,提起眼睑，用流动清水或生理盐水冲洗
2031,544-13-8,如有不适感，就医
2032,544-16-1,提起眼睑，用流动清水或生理盐水冲洗
2033,544-16-1,如有不适感，就医
2034,544-25-2,提起眼睑，用流动清水或生理盐水冲洗
2035,544-25-2,就医
2036,544-92-3,提起眼睑，用流动清水或生理盐水冲洗
2037,544-92-3,如有不适感，就医
2038,544-97-8,提起眼睑，用流动清水或生理盐水冲洗
2039,544-97-8,就医
2040,545-06-2,提起眼睑，用流动清水或生理盐水冲洗
2041,545-06-2,如有不适感，就医
2042,545-55-1,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
2043,545-55-1,就医
2044,546-68-9,提起眼睑，用流动清水或生理盐水冲洗
2045,546-68-9,如有不适感，就医
2046,547-63-7,提起眼睑，用流动清水或生理盐水冲洗
2047,547-63-7,就医
2048,547-64-8,提起眼睑，用流动清水或生理盐水冲洗
2049,547-64-8,如有不适感，就医
2050,55-38-9,提起眼睑，用流动清水或生理盐水冲洗
2051,55-38-9,就医
2052,55-63-0,提起眼睑，用流动清水或生理盐水冲洗
2053,55-63-0,如有不适感，就医
2054,55-68-5,提起眼睑，用流动清水或生理盐水冲洗
2055,55-68-5,就医
2056,55-91-4,提起眼睑，用流动清水或生理盐水冲洗
2057,55-91-4,就医
2058,551-06-4,提起眼睑，用流动清水或生理盐水冲洗
2059,551-06-4,就医
2060,552-46-5,提起眼睑，用流动清水或生理盐水冲洗
2061,552-46-5,就医
2062,553-90-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2063,553-90-2,如有不适感，就医
2064,554-00-7,提起眼睑，用流动清水或生理盐水冲洗
2065,554-00-7,如有不适感，就医
2066,554-12-1,提起眼睑，用流动清水或生理盐水冲洗
2067,554-12-1,如有不适感，就医
2068,554-84-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2069,554-84-7,如有不适感，就医
2070,555-03-3,提起眼睑，用流动清水或生理盐水冲洗
2071,555-03-3,如有不适感，就医
2072,555-21-5,提起眼睑，用流动清水或生理盐水冲洗
2073,555-21-5,就医
2074,556-24-1,提起眼睑，用流动清水或生理盐水冲洗
2075,556-24-1,就医
2076,556-56-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2077,556-56-9,就医
2078,556-61-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2079,556-61-6,就医
2080,556-64-9,提起眼睑，用流动清水或生理盐水冲洗
2081,556-64-9,如有不适感，就医
2082,556-88-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2083,556-88-7,如有不适感，就医
2084,557-17-5,提起眼睑，用流动清水或生理盐水冲洗
2085,557-17-5,就医
2086,557-18-6,提起眼睑，用流动清水或生理盐水冲洗
2087,557-18-6,就医
2088,557-19-7,提起眼睑，用流动清水或生理盐水冲洗
2089,557-19-7,就医
2090,557-20-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2091,557-20-0,就医
2092,557-21-1,提起眼睑，用流动清水或生理盐水冲洗
2093,557-21-1,如有不适感，就医
2094,557-31-3,提起眼睑，用流动清水或生理盐水冲洗
2095,557-31-3,就医
2096,557-40-4,提起眼睑，用流动清水或生理盐水冲洗
2097,557-40-4,就医
2098,557-98-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2099,557-98-2,如有不适感，就医
2100,558-13-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2101,558-13-4,如有不适感，就医
2102,558-17-8,提起眼睑，用流动清水或生理盐水冲洗
2103,558-17-8,如有不适感，就医
2104,558-25-8,及时清除致病物
2105,558-25-8,进入眼内的毒物应立即用清水或2％碳酸氢钠水溶液冲洗
2106,56-18-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2107,56-18-8,就医
2108,56-23-5,提起眼睑，用流动清水或生理盐水冲洗
2109,56-23-5,如有不适感，就医
2110,56-35-9,"Flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid."
2111,56-38-2,提起眼睑，用流动清水或生理盐水冲洗
2112,56-38-2,如有不适感，就医
2113,56-72-4,提起眼睑，用流动清水或生理盐水冲洗
2114,56-72-4,就医
2115,56073-10-0,提起眼睑，用流动清水或生理盐水冲洗
2116,56073-10-0,就医
2117,562-49-2,提起眼睑，用流动清水或生理盐水冲洗
2118,562-49-2,如有不适感，就医
2119,5628-99-9,及时清除致病物
2120,5628-99-9,进入眼内的毒物应立即用清水或2％碳酸氢钠水溶液冲洗
2121,563-12-2,提起眼睑，用流动清水或生理盐水冲洗
2122,563-12-2,如有不适感，就医
2123,563-45-1,提起眼睑，用流动清水或生理盐水冲洗
2124,563-45-1,就医
2125,563-46-2,提起眼睑，用流动清水或生理盐水冲洗
2126,563-46-2,如有不适感，就医
2127,563-47-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2128,563-47-3,就医
2129,563-52-0,提起眼睑，用流动清水或生理盐水冲洗
2130,563-52-0,就医
2131,563-54-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2132,563-54-2,如有不适感，就医
2133,563-68-8,提起眼睑，用流动清水或生理盐水冲洗
2134,563-68-8,就医
2135,563-76-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2136,563-76-8,就医
2137,563-78-0,提起眼睑，用流动清水或生理盐水冲洗
2138,563-78-0,就医
2139,563-79-1,提起眼睑，用流动清水或生理盐水冲洗
2140,563-79-1,就医
2141,563-80-4,提起眼睑，用流动清水或生理盐水冲洗
2142,563-80-4,如有不适感，就医
2143,564-02-3,提起眼睑，用流动清水或生理盐水冲洗
2144,564-02-3,如有不适感，就医
2145,565-59-3,提起眼睑，用流动清水或生理盐水冲洗
2146,565-59-3,如有不适感，就医
2147,565-61-7,提起眼睑，用流动清水或生理盐水冲洗
2148,565-61-7,就医
2149,565-67-3,提起眼睑，用流动清水或生理盐水冲洗
2150,565-67-3,就医
2151,565-69-5,提起眼睑，用流动清水或生理盐水冲洗
2152,565-69-5,就医
2153,565-75-3,提起眼睑，用流动清水或生理盐水冲洗
2154,565-75-3,如有不适感，就医
2155,565-80-0,提起眼睑，用流动清水或生理盐水冲洗
2156,565-80-0,就医
2157,57-06-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2158,57-06-7,如有不适感，就医
2159,57-14-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2160,57-14-7,如有不适感，就医
2161,57-24-9,提起眼睑，用流动清水或生理盐水冲洗
2162,57-24-9,就医
2163,57-39-6,提起眼睑，用流动清水或生理盐水冲洗
2164,57-39-6,就医
2165,57-52-3,提起眼睑，用流动清水或生理盐水冲洗
2166,57-52-3,就医
2167,57-74-9,提起眼睑，用流动清水或生理盐水冲洗
2168,57-74-9,就医
2169,57-94-3,提起眼睑，用流动清水或生理盐水冲洗
2170,57-94-3,就医
2171,576-23-8,提起眼睑，用流动清水或生理盐水冲洗
2172,576-23-8,就医
2173,576-24-9,拉开眼睑，用流动清水或生理盐水冲洗15min；就医
2174,576-26-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2175,576-26-1,就医
2176,577-19-5,提起眼睑，用流动清水或生理盐水冲洗
2177,577-19-5,如有不适感，就医
2178,578-54-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗
2179,578-54-1,如有不适感，就医
2180,58-89-9,提起眼睑，用流动清水或生理盐水冲洗
2181,58-89-9,就医
2182,58-90-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2183,58-90-2,就医
2184,580-17-6,提起眼睑，用流动清水或生理盐水冲洗
2185,580-17-6,就医
2186,581-64-6,提起眼睑，用流动清水或生理盐水冲洗至少15分钟
2187,581-64-6,就医
2188,581-89-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2189,581-89-5,如有不适感，就医
2190,58164-88-8,提起眼睑，用流动清水或生理盐水冲洗
2191,58164-88-8,就医
2192,583-15-3,提起眼睑，用流动清水或生理盐水冲洗
2193,583-15-3,就医
2194,583-53-9,提起眼睑，用流动清水或生理盐水冲洗
2195,583-53-9,就医
2196,583-58-4,提起眼睑，用流动清水或生理盐水冲洗
2197,583-58-4,就医
2198,583-71-1,提起眼睑，用流动清水或生理盐水冲洗
2199,583-71-1,就医
2200,583-78-8,提起眼睑，用流动清水或生理盐水冲洗
2201,583-78-8,就医
2202,5836-29-3,提起眼睑，用流动清水或生理盐水冲洗
2203,5836-29-3,就医
2204,584-48-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2205,584-48-5,就医
2206,584-84-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2207,584-84-9,就医
2208,584-94-1,提起眼睑，用流动清水或生理盐水冲洗
2209,584-94-1,如有不适感，就医
2210,585-79-5,提起眼睑，用流动清水或生理盐水冲洗
2211,585-79-5,就医
2212,586-62-9,提起眼睑，用流动清水或生理盐水冲洗
2213,586-62-9,就医
2214,586-75-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2215,586-75-4,就医
2216,586-78-7,提起眼睑，用流动清水或生理盐水冲洗
2217,586-78-7,如有不适感，就医
2218,587-85-9,提起眼睑，用流动清水或生理盐水冲洗
2219,587-85-9,如有不适感，就医
2220,589-38-8,提起眼睑，用流动清水或生理盐水冲洗
2221,589-38-8,如有不适感，就医
2222,589-43-5,提起眼睑，用流动清水或生理盐水冲洗
2223,589-43-5,如有不适感，就医
2224,589-53-7,提起眼睑，用流动清水或生理盐水冲洗
2225,589-53-7,就医
2226,589-90-2,提起眼睑，用流动清水或生理盐水冲洗
2227,589-90-2,就医
2228,589-93-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2229,589-93-5,就医
2230,5894-60-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2231,5894-60-0,就医
2232,59-50-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2233,59-50-7,就医
2234,59-85-8,提起眼睑，用流动清水或生理盐水冲洗
2235,59-85-8,就医
2236,590-01-2,提起眼睑，用流动清水或生理盐水冲洗
2237,590-01-2,如有不适感，就医
2238,590-35-2,提起眼睑，用流动清水或生理盐水冲洗
2239,590-35-2,如有不适感，就医
2240,590-36-3,提起眼睑，用流动清水或生理盐水冲洗
2241,590-36-3,就医
2242,590-66-9,提起眼睑，用流动清水或生理盐水冲洗
2243,590-66-9,如有不适感，就医
2244,590-73-8,提起眼睑，用流动清水或生理盐水冲洗
2245,590-73-8,如有不适感，就医
2246,590-86-3,提起眼睑，用流动清水或生理盐水冲洗
2247,590-86-3,如有不适感，就医
2248,590-92-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2249,590-92-1,就医
2250,591-17-3,提起眼睑，用流动清水或生理盐水冲洗
2251,591-17-3,就医
2252,591-19-5,拉开眼睑，用流动清水冲洗15min；就医
2253,591-20-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2254,591-20-8,就医
2255,591-22-0,提起眼睑，用流动清水或生理盐水冲洗
2256,591-22-0,如有不适感，就医
2257,591-27-5,提起眼睑，用流动清水或生理盐水冲洗
2258,591-27-5,如有不适感，就医
2259,591-47-9,提起眼睑，用流动清水或生理盐水冲洗
2260,591-47-9,就医
2261,591-76-4,提起眼睑，用流动清水或生理盐水冲洗
2262,591-76-4,如有不适感，就医
2263,591-78-6,提起眼睑，用流动清水或生理盐水冲洗
2264,591-78-6,就医
2265,591-87-7,提起眼睑，用流动清水或生理盐水冲洗
2266,591-87-7,就医
2267,591-89-9,提起眼睑，用流动清水或生理盐水冲洗
2268,591-89-9,就医
2269,591-93-5,提起眼睑，用流动清水或生理盐水冲洗
2270,591-93-5,如有不适感，就医
2271,591-97-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2272,591-97-9,就医
2273,592-01-8,提起眼睑，用流动清水或生理盐水冲洗
2274,592-01-8,如有不适感，就医
2275,592-04-1,提起眼睑，用流动清水或生理盐水冲洗
2276,592-04-1,如有不适感，就医
2277,592-05-2,提起眼睑，用流动清水或生理盐水冲洗
2278,592-05-2,就医
2279,592-27-8,提起眼睑，用流动清水或生理盐水冲洗
2280,592-27-8,就医
2281,592-34-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2282,592-34-7,如有不适感，就医
2283,592-41-6,提起眼睑，用流动清水或生理盐水冲洗
2284,592-41-6,如有不适感，就医
2285,592-42-7,提起眼睑，用流动清水或生理盐水冲洗
2286,592-42-7,如有不适感，就医
2287,592-43-8,提起眼睑，用流动清水或生理盐水冲洗
2288,592-43-8,就医
2289,592-45-0,提起眼睑，用流动清水或生理盐水冲洗
2290,592-45-0,如有不适感，就医
2291,592-46-1,提起眼睑，用流动清水或生理盐水冲洗
2292,592-46-1,就医
2293,592-48-3,提起眼睑，用流动清水或生理盐水冲洗
2294,592-48-3,就医
2295,592-55-2,提起眼睑，用流动清水或生理盐水冲洗
2296,592-55-2,就医
2297,592-57-4,提起眼睑，用流动清水或生理盐水冲洗
2298,592-57-4,如有不适感，就医
2299,592-76-7,提起眼睑，用流动清水或生理盐水冲洗
2300,592-76-7,如有不适感，就医
2301,592-77-8,提起眼睑，用流动清水或生理盐水冲洗
2302,592-77-8,如有不适感，就医
2303,592-78-9,提起眼睑，用流动清水或生理盐水冲洗
2304,592-78-9,如有不适感，就医
2305,592-84-7,提起眼睑，用流动清水或生理盐水冲洗
2306,592-84-7,如有不适感，就医
2307,592-85-8,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2308,592-85-8,就医
2309,592-88-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2310,592-88-1,就医
2311,593-53-3,提起眼睑，用流动清水或生理盐水冲洗
2312,593-53-3,如有不适感，就医
2313,593-60-2,提起眼睑，用流动清水或生理盐水冲洗
2314,593-60-2,如有不适感，就医
2315,594-36-5,提起眼睑，用流动清水或生理盐水冲洗
2316,594-36-5,就医
2317,594-42-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2318,594-42-3,就医
2319,594-68-3,提起眼睑，用流动清水或生理盐水冲洗
2320,594-68-3,就医
2321,594-72-9,提起眼睑，用流动清水或生理盐水冲洗
2322,594-72-9,就医
2323,595-90-4,提起眼睑，用流动清水或生理盐水冲洗
2324,595-90-4,就医
2325,597-64-8,拉开眼睑，用流动清水冲洗15min；就医
2326,598-14-1,提起眼睑，用流动清水或生理盐水冲洗
2327,598-14-1,就医
2328,598-16-3,提起眼睑，用流动清水或生理盐水冲洗
2329,598-16-3,如有不适感，就医
2330,598-22-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2331,598-22-1,就医
2332,598-31-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2333,598-31-2,如有不适感，就医
2334,598-72-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2335,598-72-1,如有不适感，就医
2336,598-73-2,提起眼睑，用流动清水或生理盐水冲洗
2337,598-73-2,就医
2338,598-75-4,提起眼睑，用流动清水或生理盐水冲洗
2339,598-75-4,就医
2340,598-78-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2341,598-78-7,如有不适感，就医
2342,598-98-1,提起眼睑，用流动清水或生理盐水冲洗
2343,598-98-1,就医
2344,598-99-2,提起眼睑，用流动清水或生理盐水冲洗
2345,598-99-2,就医
2346,60-24-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2347,60-24-2,就医
2348,60-29-7,提起眼睑，用流动清水或生理盐水冲洗
2349,60-29-7,如有不适感，就医
2350,60-34-4,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2351,60-34-4,如有不适感，就医
2352,60-57-1,提起眼睑，用流动清水或生理盐水冲洗
2353,60-57-1,如有不适感，就医
2354,600-00-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2355,600-00-0,就医
2356,600-25-9,提起眼睑，用流动清水或生理盐水冲洗
2357,600-25-9,就医
2358,602-87-9,提起眼睑，用流动清水或生理盐水冲洗
2359,602-87-9,就医
2360,602-99-3,提起眼睑，用流动清水或生理盐水冲洗
2361,602-99-3,就医
2362,603-35-0,提起眼睑，用流动清水或生理盐水冲洗
2363,603-35-0,如有不适感，就医
2364,6032-29-7,提起眼睑，用流动清水或生理盐水冲洗
2365,6032-29-7,如有不适感，就医
2366,605-69-6,提起眼睑，用流动清水或生理盐水冲洗
2367,605-69-6,如有不适感，就医
2368,605-71-0,提起眼睑，用流动清水或生理盐水冲洗
2369,605-71-0,就医
2370,606-20-2,提起眼睑，用流动清水或生理盐水冲洗
2371,606-20-2,就医
2372,606-22-4,提起眼睑，用流动清水或生理盐水冲洗
2373,606-22-4,如有不适感，就医
2374,608-27-5,提起眼睑，用流动清水或生理盐水冲洗
2375,608-27-5,如有不适感，就医
2376,608-31-1,提起眼睑，用流动清水或生理盐水冲洗
2377,608-31-1,如有不适感，就医
2378,608-73-1,"Irrigate exposed eyes with copious amounts of tepid water for at least 15 minutes. If irritation, pain, swelling, lacrimation, or photophobia persist, the patient should be seen in a health care facility. Remove contaminated clothing and jewelry. Wash the skin, including hair and nails, vigorously; do repeated soap washings. Discard contaminated clothing. Carefully observe patient for development of clinical signs and symptoms, and administer treatment as described in dermal exposure where appropriate."
2379,609-26-7,提起眼睑，用流动清水或生理盐水冲洗
2380,609-26-7,就医
2381,609-73-4,提起眼睑，用流动清水或生理盐水冲洗
2382,609-73-4,如有不适感，就医
2383,610-14-0,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2384,610-14-0,就医
2385,610-67-3,提起眼睑，用流动清水或生理盐水冲洗
2386,610-67-3,如有不适感，就医
2387,611-32-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2388,611-32-5,就医
2389,6117-91-5,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2390,6117-91-5,就医
2391,612-22-6,提起眼睑，用流动清水或生理盐水冲洗
2392,612-22-6,如有不适感，就医
2393,612-23-7,提起眼睑，用流动清水或生理盐水冲洗
2394,612-23-7,就医
2395,612-60-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2396,612-60-2,就医
2397,612-82-8,"Flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid immediately."
2398,612-83-9,提起眼睑，用流动清水或生理盐水冲洗
2399,612-83-9,就医
2400,6125-21-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2401,6125-21-9,如有不适感，就医
2402,613-48-9,提起眼睑，用流动清水或生理盐水冲洗
2403,613-48-9,就医
2404,614-45-9,提起眼睑，用流动清水或生理盐水冲洗
2405,614-45-9,就医
2406,615-36-1,提起眼睑，用流动清水或生理盐水冲洗
2407,615-36-1,就医
2408,615-50-9,提起眼睑，用流动清水或生理盐水冲洗
2409,615-50-9,就医
2410,615-57-6,提起眼睑，用流动清水或生理盐水冲洗
2411,615-57-6,就医
2412,615-74-7,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2413,615-74-7,就医
2414,616-38-6,提起眼睑，用流动清水或生理盐水冲洗
2415,616-38-6,如有不适感，就医
2416,616-44-4,提起眼睑，用流动清水或生理盐水冲洗
2417,616-44-4,就医
2418,616-45-5,提起眼睑，用流动清水或生理盐水冲洗
2419,616-45-5,就医
2420,6164-98-3,提起眼睑，用流动清水或生理盐水冲洗
2421,6164-98-3,如有不适感，就医
2422,617-83-4,提起眼睑，用流动清水或生理盐水冲洗
2423,617-83-4,就医
2424,617-85-6,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2425,617-85-6,如有不适感，就医
2426,617-89-0,提起眼睑，用流动清水或生理盐水冲洗
2427,617-89-0,就医
2428,61789-51-3,提起眼睑，用流动清水或生理盐水冲洗
2429,61789-51-3,就医
2430,618-45-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2431,618-45-1,就医
2432,618-87-1,提起眼睑，用流动清水或生理盐水冲洗
2433,618-87-1,如有不适感，就医
2434,619-23-8,提起眼睑，用流动清水或生理盐水冲洗
2435,619-23-8,就医
2436,619-31-8,提起眼睑，用流动清水或生理盐水冲洗
2437,619-31-8,就医
2438,619-65-8,提起眼睑，用流动清水或生理盐水冲洗
2439,619-65-8,就医
2440,619-80-7,提起眼睑，用流动清水或生理盐水冲洗
2441,619-80-7,如有不适感，就医
2442,62-38-4,提起眼睑，用流动清水或生理盐水冲洗
2443,62-38-4,就医
2444,62-53-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2445,62-53-3,如有不适感，就医
2446,62-56-6,提起眼睑，用流动清水或生理盐水冲洗
2447,62-56-6,如有不适感，就医
2448,62-73-7,提起眼睑，用流动清水或生理盐水冲洗
2449,62-73-7,如有不适感，就医
2450,62-74-8,提起眼睑，用流动清水或生理盐水冲洗
2451,62-74-8,就医
2452,62-75-9,提起眼睑，用流动清水或生理盐水冲洗
2453,62-75-9,就医
2454,620-22-4,"Immediately flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids."
2455,621-33-0,"Immediately flush eyes with plenty of water for at least 15 minutes, occasionally lifting the upper and lower eyelids. Get medical aid immediately."
2456,622-44-6,提起眼睑，用流动清水或生理盐水冲洗
2457,622-44-6,就医
2458,622-45-7,提起眼睑，用流动清水或生理盐水冲洗
2459,622-45-7,就医
2460,622-97-9,提起眼睑，用流动清水或生理盐水冲洗
2461,622-97-9,如有不适感，就医
2462,623-37-0,提起眼睑，用流动清水或生理盐水冲洗
2463,623-37-0,就医
2464,623-42-7,提起眼睑，用流动清水或生理盐水冲洗
2465,623-42-7,如有不适感，就医
2466,623-43-8,提起眼睑，用流动清水或生理盐水冲洗
2467,623-43-8,就医
2468,623-46-1,"In case of contact with eyes, flush with copious amounts of water for at least 15 minutes. Assure adequate flushing by separating the eyelids with fingers. Call a physician."
2469,623-48-3,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2470,623-48-3,就医
2471,623-70-1,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2472,623-70-1,就医
2473,623-71-2,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟
2474,623-71-2,就医
2475,623-73-4,提起眼睑，用流动清水或生理盐水冲洗
2476,623-73-4,就医
2477,623-96-1,提起眼睑，用流动清水或生理盐水冲洗
2478,623-96-1,如有不适感，就医
2479,624-24-8,提起眼睑，用流动清水或生理盐水冲洗
2480,624-24-8,就医
2481,624-54-4,提起眼睑，用流动清水或生理盐水冲洗
2482,624-54-4,如有不适感，就医
2483,624-83-9,立即提起眼睑，用大量流动清水或生理盐水彻底冲洗10～15min
2484,624-91-9,不会通过该途径接触
2485,624-92-0,提起眼睑，用流动清水或生理盐水冲洗
2486,624-92-0,就医
2487,625-27-4,提起眼睑，用流动清水或生理盐水冲洗
2488,625-27-4,就医
2489,625-28-5,提起眼睑，用流动清水或生理盐水冲洗
2490,625-28-5,如有不适感，就医
2491,625-55-8,提起眼睑，用流动清水或生理盐水冲洗
2492,625-55-8,就医
2493,625-59-2,提起眼睑，用流动清水或生理盐水冲洗
2494,625-59-2,如有不适感，就医
2495,625-86-5,提起眼睑，用流动清水或生理盐水冲洗
2496,625-86-5,就医
2497,625-98-9,提起眼睑，用流动清水或生理盐水冲洗
2498,625-98-9,就医
2499,626-56-2,提起眼睑，用流动清水或生理盐水冲洗
2500,626-56-2,就医
2501,626-58-4,提起眼睑，用流动清水或生理盐水冲洗
2502,626-58-4,就医
2503,626-67-5,提起眼睑，用流动清水或生理盐水冲洗
2504,626-67-5,就医
2505,626-93-7,提起眼睑，用流动清水或生理盐水冲洗
2506,626-93-7,如有不适感，就医
2507,627-05-4,提起眼睑，用流动清水或生理盐水冲洗
2508,627-05-4,如有不适感，就医
2509,627-13-4,提起眼睑，用流动清水或生理盐水冲洗
