,CAS,皮肤接触
1788,542-54-1,立即脱去污染的衣着，用大量流动清水冲洗
1789,542-54-1,就医
1790,542-55-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1791,542-55-2,如有不适感，就医
1792,542-56-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1793,542-56-3,如有不适感，就医
1794,542-62-1,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1795,542-62-1,就医
1796,542-69-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1797,542-69-8,如有不适感，就医
1798,542-75-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1799,542-75-6,如有不适感，就医
1800,542-76-7,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1801,542-76-7,就医
1802,542-88-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1803,542-88-1,如有不适感，就医
1804,542-90-5,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1805,542-90-5,就医
1806,542-92-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1807,542-92-7,如有不适感，就医
1808,543-20-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1809,543-20-4,如有不适感，就医
1810,543-27-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1811,543-27-1,如有不适感，就医
1812,543-59-9,脱去污染的衣着，用大量流动清水冲洗
1813,543-67-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1814,543-67-9,如有不适感，就医
1815,543-80-6,脱去污染的衣着，用大量流动清水冲洗
1816,543-81-7,脱去污染的衣着，用大量流动清水冲洗
1817,544-01-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1818,544-01-4,如有不适感，就医
1819,544-10-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1820,544-10-5,如有不适感，就医
1821,544-13-8,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1822,544-13-8,就医
1823,544-16-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1824,544-16-1,如有不适感，就医
1825,544-25-2,脱去污染的衣着，用大量流动清水冲洗
1826,544-92-3,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1827,544-92-3,就医
1828,544-97-8,脱去污染的衣着，用流动清水冲洗
1829,545-06-2,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1830,545-06-2,就医
1831,545-55-1,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1832,546-68-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1833,546-68-9,如有不适感，就医
1834,547-63-7,立即脱去污染的衣着，用大量流动清水冲洗
1835,547-63-7,就医
1836,547-64-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1837,547-64-8,如有不适感，就医
1838,55-38-9,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1839,55-38-9,就医
1840,55-63-0,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1841,55-63-0,如有不适感，就医
1842,55-68-5,脱去污染的衣着，用大量流动清水冲洗
1843,55-91-4,立即脱去污染的衣着，用大量流动清水冲洗
1844,55-91-4,就医
1845,551-06-4,脱去污染的衣着，用流动清水冲洗
1846,552-46-5,脱去污染的衣着，用大量流动清水冲洗
1847,553-90-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1848,553-90-2,如有不适感，就医
1849,554-00-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1850,554-00-7,如有不适感，就医
1851,554-12-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1852,554-12-1,如有不适感，就医
1853,554-84-7,立即脱去污染的衣着，用大量流动清水彻底冲洗
1854,554-84-7,冲洗后即用浸过30%～50%酒精的棉花反复擦拭(注意不能将患处浸泡于酒精溶液中)
1855,554-84-7,也可用浸过聚乙二醇-300或聚乙二醇和甲基化酒精混合液(2∶1)的棉花擦拭，然后用水彻底清洗
1856,554-84-7,就医
1857,555-03-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1858,555-03-3,如有不适感，就医
1859,555-21-5,脱去污染的衣着，用大量流动清水冲洗
1860,556-24-1,脱去污染的衣着，用大量流动清水冲洗
1861,556-56-9,立即脱去污染的衣着，用大量流动清水冲洗
1862,556-56-9,就医
1863,556-61-6,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1864,556-61-6,就医
1865,556-64-9,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1866,556-64-9,就医
1867,556-88-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1868,556-88-7,如有不适感，就医
1869,557-17-5,脱去污染的衣着，用流动清水冲洗
1870,557-18-6,脱去污染的衣着，用流动清水冲洗
1871,557-19-7,立即脱去污染的衣着，用大量流动清水冲洗
1872,557-19-7,就医
1873,557-20-0,立即脱去污染的衣着，用大量流动清水冲洗
1874,557-20-0,就医
1875,557-21-1,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
1876,557-21-1,就医
1877,557-31-3,脱去污染的衣着，用流动清水冲洗
1878,557-40-4,脱去污染的衣着，用大量流动清水冲洗
1879,557-98-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1880,557-98-2,如有不适感，就医
1881,558-13-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1882,558-13-4,如有不适感，就医
1883,558-17-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1884,558-17-8,如有不适感，就医
1885,558-25-8,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗,而后擦干"
1886,56-18-8,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1887,56-18-8,就医
1888,56-23-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1889,56-23-5,如有不适感，就医
1890,56-35-9,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
1891,56-38-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1892,56-38-2,如有不适感，就医
1893,56-72-4,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1894,56-72-4,就医
1895,56073-10-0,立即脱去污染的衣着，用大量流动清水冲洗
1896,56073-10-0,就医
1897,562-49-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1898,562-49-2,如有不适感，就医
1899,5628-99-9,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1900,563-12-2,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1901,563-12-2,如有不适感，就医
1902,563-45-1,脱去污染的衣着，用流动清水冲洗
1903,563-46-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1904,563-46-2,如有不适感，就医
1905,563-47-3,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1906,563-47-3,就医
1907,563-52-0,脱去污染的衣着，用大量流动清水冲洗
1908,563-54-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1909,563-54-2,如有不适感，就医
1910,563-68-8,立即脱去污染的衣着，用大量流动清水冲洗
1911,563-68-8,就医
1912,563-76-8,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1913,563-76-8,就医
1914,563-78-0,脱去污染的衣着，用大量流动清水冲洗
1915,563-79-1,脱去污染的衣着，用大量流动清水冲洗
1916,563-80-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1917,563-80-4,如有不适感，就医
1918,564-02-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1919,564-02-3,如有不适感，就医
1920,565-59-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1921,565-59-3,如有不适感，就医
1922,565-61-7,脱去污染的衣着，用大量流动清水冲洗
1923,565-67-3,脱去污染的衣着，用大量流动清水冲洗
1924,565-69-5,脱去污染的衣着，用大量流动清水冲洗
1925,565-75-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1926,565-75-3,如有不适感，就医
1927,565-80-0,脱去污染的衣着，用大量流动清水冲洗
1928,57-06-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1929,57-06-7,如有不适感，就医
1930,57-14-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1931,57-14-7,如有不适感，就医
1932,57-24-9,立即脱去污染的衣着，用大量流动清水冲洗
1933,57-24-9,就医
1934,57-39-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1935,57-39-6,就医
1936,57-52-3,脱去污染的衣着，用大量流动清水冲洗
1937,57-74-9,脱去污染的衣着，用大量流动清水冲洗
1938,57-94-3,立即脱去污染的衣着，用大量流动清水冲洗
1939,57-94-3,就医
1940,576-23-8,脱去污染的衣着，用大量流动清水冲洗
1941,576-24-9,立即脱去污染的衣着，用肥皂水及清水彻底冲洗；就医
1942,576-26-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1943,576-26-1,就医
1944,577-19-5,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1945,577-19-5,如有不适感，就医
1946,578-54-1,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1947,578-54-1,如有不适感，就医
1948,58-89-9,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
1949,58-89-9,就医
1950,58-90-2,脱去污染的衣着，用大量流动清水冲洗
1951,580-17-6,脱去污染的衣着，用大量流动清水冲洗
1952,581-64-6,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
1953,581-89-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1954,581-89-5,如有不适感，就医
1955,58164-88-8,脱去污染的衣着，用大量流动清水冲洗
1956,583-15-3,脱去污染的衣着，用大量流动清水冲洗
1957,583-53-9,立即脱去污染的衣着，用大量流动清水冲洗
1958,583-53-9,就医
1959,583-58-4,脱去污染的衣着，用大量流动清水冲洗
1960,583-58-4,就医
1961,583-71-1,脱去污染的衣着，用大量流动清水冲洗
1962,583-78-8,脱去污染的衣着，用大量流动清水冲洗
1963,5836-29-3,脱去污染的衣着，用大量流动清水冲洗
1964,584-48-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1965,584-48-5,就医
1966,584-84-9,脱去污染的衣着，用大量流动清水冲洗
1967,584-94-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1968,584-94-1,如有不适感，就医
1969,585-79-5,立即脱去污染的衣着，用大量流动清水冲洗
1970,585-79-5,就医
1971,586-62-9,脱去污染的衣着，用流动清水冲洗
1972,586-75-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1973,586-75-4,就医
1974,586-78-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1975,586-78-7,如有不适感，就医
1976,587-85-9,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1977,587-85-9,如有不适感，就医
1978,589-38-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1979,589-38-8,如有不适感，就医
1980,589-43-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1981,589-43-5,如有不适感，就医
1982,589-53-7,脱去污染的衣着，用大量流动清水冲洗
1983,589-90-2,脱去污染的衣着，用流动清水冲洗
1984,589-93-5,脱去污染的衣着，用流动清水冲洗
1985,5894-60-0,立即脱去污染的衣着，用大量流动清水冲洗
1986,5894-60-0,就医
1987,59-50-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
1988,59-50-7,就医
1989,59-85-8,脱去污染的衣着，用大量流动清水冲洗
1990,590-01-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
1991,590-01-2,如有不适感，就医
1992,590-35-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1993,590-35-2,如有不适感，就医
1994,590-36-3,脱去污染的衣着，用大量流动清水冲洗
1995,590-66-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1996,590-66-9,如有不适感，就医
1997,590-73-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
1998,590-73-8,如有不适感，就医
1999,590-86-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2000,590-86-3,如有不适感，就医
2001,590-92-1,立即脱去污染的衣着，用大量流动清水冲洗
2002,590-92-1,就医
2003,591-17-3,脱去污染的衣着，用大量流动清水冲洗
2004,591-19-5,立即脱去污染的衣着，用肥皂水及清水彻底冲洗；就医
2005,591-20-8,立即脱去污染的衣着，用大量流动清水冲洗
2006,591-20-8,就医
2007,591-22-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2008,591-22-0,如有不适感，就医
2009,591-27-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2010,591-27-5,如有不适感，就医
2011,591-47-9,脱去污染的衣着，用大量流动清水冲洗
2012,591-76-4,脱去污染的衣着，用大量流动清水冲洗
2013,591-76-4,如有不适感，就医
2014,591-78-6,脱去污染的衣着，用流动清水冲洗
2015,591-87-7,脱去污染的衣着，用大量流动清水冲洗
2016,591-89-9,立即脱去污染的衣着，用大量流动清水冲洗
2017,591-89-9,就医
2018,591-93-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2019,591-93-5,如有不适感，就医
2020,591-97-9,立即脱去污染的衣着，用大量流动清水冲洗
2021,591-97-9,就医
2022,592-01-8,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2023,592-01-8,就医
2024,592-04-1,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2025,592-04-1,就医
2026,592-05-2,立即脱去污染的衣着，用大量流动清水冲洗
2027,592-05-2,就医
2028,592-27-8,脱去污染的衣着，用流动清水冲洗
2029,592-34-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2030,592-34-7,如有不适感，就医
2031,592-41-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2032,592-41-6,如有不适感，就医
2033,592-42-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2034,592-42-7,如有不适感，就医
2035,592-43-8,脱去污染的衣着，用流动清水冲洗
2036,592-45-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2037,592-45-0,如有不适感，就医
2038,592-46-1,立即脱去污染的衣着，用大量流动清水冲洗
2039,592-46-1,就医
2040,592-48-3,立即脱去污染的衣着，用大量流动清水冲洗
2041,592-48-3,就医
2042,592-55-2,脱去污染的衣着，用大量流动清水冲洗
2043,592-57-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2044,592-57-4,如有不适感，就医
2045,592-76-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2046,592-76-7,如有不适感，就医
2047,592-77-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2048,592-77-8,如有不适感，就医
2049,592-78-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2050,592-78-9,如有不适感，就医
2051,592-84-7,脱去污染的衣物，用肥皂水和清水彻底冲洗皮肤
2052,592-84-7,如有不适感，就医
2053,592-85-8,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2054,592-85-8,就医
2055,592-88-1,立即脱去污染的衣着，用大量流动清水冲洗
2056,592-88-1,就医
2057,593-53-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2058,593-53-3,不要涂擦
2059,593-53-3,不要使用热水或辐射热
2060,593-53-3,使用清洁、干燥的敷料包扎
2061,593-53-3,就医
2062,593-60-2,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2063,593-60-2,不要涂擦
2064,593-60-2,不要使用热水或辐射热
2065,593-60-2,使用清洁、干燥的敷料包扎
2066,593-60-2,就医
2067,594-36-5,立即脱去污染的衣着，用大量流动清水冲洗
2068,594-36-5,就医
2069,594-42-3,立即脱去污染的衣着，用大量流动清水冲洗
2070,594-42-3,就医
2071,594-68-3,脱去污染的衣着，用大量流动清水冲洗
2072,594-72-9,脱去污染的衣着，用流动清水冲洗
2073,595-90-4,脱去污染的衣着，用流动清水冲洗
2074,597-64-8,用肥皂水及清水彻底冲洗；就医
2075,598-14-1,立即脱去污染的衣着，用大量流动清水冲洗
2076,598-14-1,就医
2077,598-16-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2078,598-16-3,如有不适感，就医
2079,598-22-1,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2080,598-22-1,就医
2081,598-31-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2082,598-31-2,如有不适感，就医
2083,598-72-1,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2084,598-72-1,如有不适感，就医
2085,598-73-2,脱去污染的衣着，用流动清水冲洗
2086,598-75-4,脱去污染的衣着，用大量流动清水冲洗
2087,598-78-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2088,598-78-7,如有不适感，就医
2089,598-98-1,脱去污染的衣着，用大量流动清水冲洗
2090,598-99-2,立即脱去污染的衣着，用大量流动清水冲洗
2091,598-99-2,就医
2092,60-24-2,立即脱去污染的衣着，用大量流动清水冲洗
2093,60-24-2,就医
2094,60-29-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2095,60-29-7,如有不适感，就医
2096,60-34-4,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2097,60-34-4,如有不适感，就医
2098,60-57-1,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2099,60-57-1,如有不适感，就医
2100,600-00-0,立即脱去污染的衣着，用大量流动清水冲洗
2101,600-00-0,就医
2102,600-25-9,脱去污染的衣着，用流动清水冲洗
2103,602-87-9,脱去污染的衣着，用流动清水冲洗
2104,602-99-3,脱去污染的衣着，用流动清水冲洗
2105,603-35-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2106,603-35-0,如有不适感，就医
2107,6032-29-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2108,6032-29-7,如有不适感，就医
2109,605-69-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2110,605-69-6,如有不适感，就医
2111,605-71-0,立即脱去污染的衣着，用大量流动清水冲洗
2112,605-71-0,就医
2113,606-20-2,立即脱去污染的衣着，用大量流动清水冲洗
2114,606-20-2,就医
2115,606-22-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2116,606-22-4,如有不适感，就医
2117,608-27-5,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2118,608-27-5,如有不适感，就医
2119,608-31-1,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2120,608-31-1,如有不适感，就医
2121,608-73-1,"Remove all exposed clothing and jewelry taking necessary precautions to prevent secondary exposure to health care providers. Irrigate exposed areas promptly with copious amounts of water for at least 30 minutes. Wash the skin, including hair and nails, vigorously; do repeated soap washings. Discard contaminated clothing."
2122,609-26-7,脱去污染的衣着，用流动清水冲洗
2123,609-73-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2124,609-73-4,如有不适感，就医
2125,610-14-0,立即脱去污染的衣着，用大量流动清水冲洗
2126,610-14-0,就医
2127,610-67-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2128,610-67-3,如有不适感，就医
2129,611-32-5,立即脱去污染的衣着，用大量流动清水冲洗
2130,611-32-5,就医
2131,6117-91-5,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2132,6117-91-5,就医
2133,612-22-6,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2134,612-22-6,如有不适感，就医
2135,612-23-7,脱去污染的衣着，用大量流动清水冲洗
2136,612-60-2,立即脱去污染的衣着，用大量流动清水冲洗
2137,612-60-2,就医
2138,612-82-8,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
2139,612-83-9,立即脱去污染的衣着，用大量流动清水冲洗
2140,612-83-9,就医
2141,6125-21-9,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2142,6125-21-9,如有不适感，就医
2143,613-48-9,脱去污染的衣着，用流动清水冲洗
2144,614-45-9,脱去污染的衣着，用大量流动清水冲洗
2145,615-36-1,立即脱去污染的衣着，用大量流动清水冲洗
2146,615-36-1,就医
2147,615-50-9,脱去污染的衣着，用大量流动清水冲洗
2148,615-57-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2149,615-57-6,就医
2150,615-74-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2151,615-74-7,就医
2152,616-38-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2153,616-38-6,如有不适感，就医
2154,616-44-4,脱去污染的衣着，用流动清水冲洗
2155,616-45-5,脱去污染的衣着，用大量流动清水冲洗
2156,6164-98-3,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2157,6164-98-3,如有不适感，就医
2158,617-83-4,立即脱去污染的衣着，用大量流动清水冲洗
2159,617-83-4,就医
2160,617-85-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2161,617-85-6,如有不适感，就医
2162,617-89-0,脱去污染的衣着，用流动清水冲洗
2163,61789-51-3,脱去污染的衣着，用大量流动清水冲洗
2164,618-45-1,立即脱去污染的衣着，用大量流动清水冲洗
2165,618-45-1,就医
2166,618-87-1,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2167,618-87-1,如有不适感，就医
2168,619-23-8,脱去污染的衣着，用大量流动清水冲洗
2169,619-31-8,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2170,619-31-8,就医
2171,619-65-8,脱去污染的衣着，用大量流动清水冲洗
2172,619-80-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2173,619-80-7,如有不适感，就医
2174,62-38-4,脱去污染的衣着，用大量流动清水冲洗
2175,62-53-3,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2176,62-53-3,如有不适感，就医
2177,62-56-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2178,62-56-6,如有不适感，就医
2179,62-73-7,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2180,62-73-7,如有不适感，就医
2181,62-74-8,立即脱去污染的衣着，用大量流动清水冲洗
2182,62-74-8,就医
2183,62-75-9,立即脱去污染的衣着，用大量流动清水冲洗
2184,62-75-9,就医
2185,620-22-4,Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes.
2186,621-33-0,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes.
2187,622-44-6,脱去污染的衣着，用大量流动清水冲洗
2188,622-45-7,脱去污染的衣着，用流动清水冲洗
2189,622-97-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2190,622-97-9,如有不适感，就医
2191,623-37-0,脱去污染的衣着，用流动清水冲洗
2192,623-42-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2193,623-42-7,如有不适感，就医
2194,623-43-8,脱去污染的衣着，用大量流动清水冲洗
2195,623-46-1,"In case of contact, immediately wash skin with soap and copious amounts of water. Remove contaminated clothing and shoes. Call a physician."
2196,623-48-3,立即脱去污染的衣着，用大量流动清水冲洗
2197,623-48-3,就医
2198,623-70-1,脱去污染的衣着，用大量流动清水冲洗
2199,623-71-2,立即脱去污染的衣着，用大量流动清水冲洗
2200,623-71-2,就医
2201,623-73-4,脱去污染的衣着，用流动清水冲洗
2202,623-96-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2203,623-96-1,如有不适感，就医
2204,624-24-8,立即脱去污染的衣着，用大量流动清水冲洗
2205,624-24-8,就医
2206,624-54-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2207,624-54-4,如有不适感，就医
2208,624-83-9,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2209,624-83-9,如有不适感，就医
2210,624-91-9,不会通过该途径接触
2211,624-92-0,脱去污染的衣着，用流动清水冲洗
2212,625-27-4,脱去污染的衣着，用大量流动清水冲洗
2213,625-28-5,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2214,625-28-5,就医
2215,625-55-8,脱去污染的衣着，用大量流动清水冲洗
2216,625-59-2,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2217,625-59-2,就医
2218,625-86-5,脱去污染的衣着，用大量流动清水冲洗
2219,625-98-9,脱去污染的衣着，用大量流动清水冲洗
2220,626-56-2,脱去污染的衣着，用大量流动清水冲洗
2221,626-58-4,脱去污染的衣着，用大量流动清水冲洗
2222,626-67-5,脱去污染的衣着，用大量流动清水冲洗
2223,626-93-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2224,626-93-7,如有不适感，就医
2225,627-05-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2226,627-05-4,如有不适感，就医
2227,627-13-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2228,627-13-4,如有不适感，就医
2229,627-19-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2230,627-19-0,如有不适感，就医
2231,627-30-5,脱去污染的衣着，用大量流动清水冲洗
2232,627-44-1,脱去污染的衣着，用大量流动清水冲洗
2233,627-63-4,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2234,627-63-4,就医
2235,628-17-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2236,628-17-1,如有不适感，就医
2237,628-28-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2238,628-28-4,如有不适感，就医
2239,628-32-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2240,628-32-0,如有不适感，就医
2241,628-41-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2242,628-41-1,如有不适感，就医
2243,628-63-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2244,628-63-7,如有不适感，就医
2245,628-71-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2246,628-71-7,如有不适感，就医
2247,628-73-9,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2248,628-73-9,就医
2249,628-76-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2250,628-76-2,如有不适感，就医
2251,628-92-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2252,628-92-2,就医
2253,629-05-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2254,629-05-0,如有不适感，就医
2255,629-14-1,脱去污染的衣着，用大量流动清水冲洗
2256,629-20-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2257,629-20-9,如有不适感，就医
2258,629-33-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2259,629-33-4,如有不适感，就医
2260,629-40-3,脱去污染的衣着，用大量流动清水冲洗
2261,6290-49-9,Get medical aid. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse.
2262,630-08-0,不会通过该途径接触
2263,6303-21-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2264,6303-21-5,如有不适感，就医
