,CAS,健康危害
3331,597-64-8,可能出现痉挛，癫痫样发作，精神紊乱
3332,597-64-8,对皮肤和眼睛有刺激和腐蚀作用，溅入眼内能造成角膜溃烂
3333,598-14-1,误服、皮肤接触或吸入会中毒
3334,598-14-1,强烈刺激粘膜，引起呼吸困难及支气管炎
3335,598-14-1,在高浓度时，可能因出血性肺水肿及化脓性支气管炎而死亡
3336,598-16-3,本品有麻醉作用
3337,598-16-3,对皮肤有刺激作用环境危害
3338,598-22-1,对眼睛、粘膜、呼吸道和皮肤有刺激作用，可引起灼伤
3339,598-31-2,本品有强烈的催泪性，对眼睛有刺激性，对上呼吸道刺激性强烈
3340,598-31-2,皮肤直接接触其液体，可引起水疱、皮炎及荨麻疹
3341,598-72-1,本品对黏膜、上呼吸道、眼和皮肤有强烈的刺激性
3342,598-72-1,能引起皮肤灼伤
3343,598-73-2,人吸入本品90mg/L，30秒时，开始有麻醉作用；人吸入66.7mg/L时，动作不协调
3344,598-73-2,高浓度时对中枢神经系统有抑制作用，亦可引起心律不齐
3345,598-75-4,误服或吸入有害
3346,598-75-4,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3347,598-75-4,长时间接触可引起头痛、恶心和呕吐
3348,598-78-7,本品对黏膜、上呼吸道、眼睛和皮肤有强烈刺激性
3349,598-78-7,可引起灼伤
3350,598-78-7,吸入后，可引起喉和支气管的痉挛、炎症和水肿，化学性肺炎或肺水肿
3351,598-98-1,吸入、摄入或经皮肤吸收对身体有害
3352,598-98-1,具有刺激性
3353,598-99-2,有毒
3354,598-99-2,吸入、摄入或经皮吸收有害
3355,598-99-2,对眼睛、皮肤、粘膜有刺激作用
3356,60-24-2,吸入 、摄入或经皮肤吸收后会中毒
3357,60-24-2,中毒表现有紫绀、呕吐、震颤、头痛、惊厥、昏迷，甚至死亡
3358,60-24-2,对眼、皮肤有强烈刺激性
3359,60-24-2,可引起角膜混浊
3360,60-29-7,本品的主要作用为全身麻醉
3361,60-29-7,急性大量接触，早期出现兴奋，继而嗜睡、呕吐、面色苍白、脉缓、体温下降和呼吸不规则，危及生命
3362,60-29-7,急性接触后的暂时后作用有头痛、易激动或抑郁、流涎、呕吐、食欲下降和多汗等
3363,60-29-7,液体或高浓度蒸气对眼有刺激性
3364,60-29-7,慢性影响：长期低浓度吸入，有头痛、头晕、疲倦、嗜睡、蛋白尿、红细胞增多症
3365,60-29-7,长期皮肤接触，可发生皮肤干燥、皲裂
3366,60-34-4,意外吸入甲基肼蒸气可出现流泪、喷嚏、咳嗽，以后可见眼充血、支气管痉挛、呼吸困难，继之恶心、呕吐
3367,60-34-4,皮肤接触引起灼伤
3368,60-34-4,慢性吸入甲基肼可致轻度高铁血红蛋白形成，可引起溶血
3369,60-57-1,本品可经呼吸道、胃肠道及完整皮肤吸收入体
3370,60-57-1,过量接触可引起头痛、眩晕、恶心、呕吐、乏力，以后出现肌肉抽搐、肌阵挛和搐搦，可出现昏迷，可有肾损害
3371,60-57-1,吸入中毒者除上述症状外，还有咳嗽、呼吸困难、紫绀，甚至肺水肿
3372,60-57-1,可致接触性皮炎
3373,600-00-0,本品有毒
3374,600-00-0,有腐蚀性
3375,600-00-0,受高热放出有毒气体
3376,600-25-9,本品对眼睛、皮肤和呼吸道有刺激作用
3377,602-87-9,本品对人有毒，具刺激作用
3378,602-87-9,受热分解会释出有毒的氮氧化物烟雾
3379,602-99-3,本品有毒，遇热分解出有毒的氮氧化物烟雾
3380,603-35-0,对眼、上呼吸道、黏膜和皮肤有刺激性
3381,603-35-0,有神经毒效应
3382,6032-29-7,其蒸气或雾对眼睛、皮肤、黏膜和上呼吸道有刺激作用，还可引起头痛、头晕、呼吸困难、咳嗽、恶心、呕吐、腹泻等；严重者有复视、谵妄等，有时出现高铁血红蛋白血症
3383,605-69-6,对眼、上呼吸道和皮肤有刺激性
3384,606-22-4,对眼睛、黏膜、呼吸道及皮肤有刺激作用
3385,606-22-4,吸收进入体内引起高铁血红蛋白血症，出现紫绀
3386,606-22-4,中毒表现有恶心、眩晕、头痛等
3387,608-27-5,本品为强高铁血红蛋白形成剂
3388,608-27-5,对中枢神经系统、肝、肾有损害
3389,608-27-5,接触后引起头痛，头晕，恶心，呕吐，指端、口唇、耳廓紫绀，呼吸困难等
3390,608-27-5,慢性影响：患者有神经衰弱综合征表现，伴有轻度紫绀、贫血和肝、脾肿大
3391,608-31-1,本品为强高铁血红蛋白形成剂
3392,608-31-1,对中枢神经系统、肝、肾有损害
3393,608-31-1,接触后引起头痛，头晕，恶心，呕吐，指端、口唇、耳廓紫绀，呼吸困难等
3394,608-31-1,慢性影响：患者有神经衰弱综合征表现，伴有轻度发绀、贫血和肝、脾肿大
3395,608-73-1,"Inhalation:Highly toxic, may be fatal if inhaled, swallowed or absorbed through skin. Effects of contact or inhalation may be delayed.Skin:Extensive contact may result in dermatitis, irritation, and local hypersensitivity.Eyes:Lindane can irritate the eyes, nose, and throat.Ingestion:Nausea, vomiting, diarrhea, hypersalivation, and pancreatitis may occur following ingestion."
3396,609-26-7,吸入蒸气可引起中毒
3397,609-73-4,吸入、口服或经皮肤吸收后对身体有害
3398,609-73-4,对眼睛和皮肤有刺激作用
3399,609-73-4,可引起高铁血红蛋白血症而出现紫绀
3400,609-73-4,易经皮肤吸收中毒
3401,610-14-0,具腐蚀性
3402,610-14-0,蒸气和粉尘对眼睛、皮肤和粘膜有刺激性
3403,610-14-0,吸入，可引起喉、支气管痉挛、炎症，化学性肺炎、肺水肿等
3404,610-67-3,吸入蒸气会中毒，引起头晕、贫血
3405,610-67-3,有刺激性，皮肤接触易发生湿疹
3406,611-32-5,有毒
3407,611-32-5,对皮肤和眼睛有明显的刺激作用，并引起严重的持久性的损害
3408,611-32-5,受热分解放出氮氧化物的烟雾
3409,6117-91-5,吸入、摄入或经皮肤吸收对身体有害
3410,6117-91-5,高浓度丁烯醇对眼睛、皮肤、粘膜和呼吸道有强烈的刺激作用
3411,6117-91-5,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3412,612-22-6,本品吸入或经皮肤吸收均可引起中毒
3413,612-22-6,接触者可在一周后出现血尿，无紫绀，但有轻度贫血
3414,612-22-6,停止接触容易恢复
3415,612-23-7,吸入、摄入对身体有害
3416,612-23-7,对眼睛、皮肤、粘膜及呼吸道有刺激作用
3417,612-23-7,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3418,612-23-7,吸入后可能由于喉、支气管的痉挛、炎症和水肿，化学性肺炎或肺水肿而致死
3419,612-60-2,有毒
3420,612-60-2,对皮肤和眼睛有明显的刺激作用，并引起严重的持久性的损害
3421,612-60-2,受热分解放出氮氧化物的烟雾
3422,612-82-8,Inhalation:Causes respiratory tract irritation.Skin:Causes skin irritation.Eyes:May cause eye burns.Ingestion:May cause irritation of the digestive tract.
3423,612-83-9,吸入、摄入或经皮吸收后对身体有害
3424,612-83-9,本品受热分解出有毒的氯和氮氧化物
3425,6125-21-9,本品属硝基烷烃类，该类物质除刺激黏膜外，对中枢神经系统亦有损害
3426,613-48-9,本品受热能分解出有毒气体
3427,614-45-9,本品对皮肤有刺激作用
3428,614-45-9,蒸气或雾对眼睛、粘膜和上呼吸道有刺激作用
3429,614-45-9,吸入、摄入或经皮吸收后对身体有害
3430,615-36-1,误服、吸入或皮肤吸收都能引起中毒
3431,615-36-1,进入体内能形成高铁血红蛋白，可引起紫绀
3432,615-36-1,对肝、肾有损害作用
3433,615-50-9,有毒
3434,615-50-9,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3435,615-50-9,受热分解出有毒气体
3436,615-57-6,吸入、摄入或经皮肤吸收后对身体有害
3437,615-57-6,对眼睛、皮肤、粘膜和上呼吸道有强烈刺激作用
3438,615-57-6,吸收进入体内，形成高铁血红蛋白致发生紫绀，可引起过敏反应
3439,615-74-7,对眼睛、皮肤和粘膜有强烈刺激性，可致灼伤
3440,615-74-7,吸入引起喉、支气管炎症、痉挛，化学性肺炎、肺水肿等
3441,615-74-7,接触可有头痛、恶心、呕吐、喉炎、咳嗽等症状
3442,616-38-6,未见人中毒报道
3443,616-44-4,本品具有刺激性
3444,616-44-4,接触后能引起头痛、恶心、呕吐
3445,616-45-5,摄入、吸入或经皮吸收对身体有害
3446,616-45-5,其蒸气和气溶胶对眼睛、粘膜、呼吸道、皮肤有刺激作用
3447,6164-98-3,本品主要毒作用表现为意识障碍、高铁血红蛋白血症及出血性膀胱炎
3448,6164-98-3,短期内大量经皮肤、呼吸道吸收及口服致中毒出现头昏、头痛、乏力、胸闷、恶心、嗜睡、紫绀、尿急、尿频、尿痛、血尿，甚至昏迷
3449,6164-98-3,部分中毒者可有心肌损害
3450,6164-98-3,血高铁血红蛋白含量升高，大于10%
3451,617-83-4,本品对眼睛、皮肤、粘膜有强烈的刺激作用
3452,617-83-4,受热分解或接触酸液、酸雾能放出有毒的氰化物气体，应引起注意
3453,617-83-4,接触水或水蒸气能产生有腐蚀性、有毒的气体
3454,617-85-6,本品有毒，具有腐蚀性
3455,617-85-6,热解时能释放出有毒的锑烟雾
3456,617-89-0,吸入、摄入或经皮肤吸收对身体有害
3457,617-89-0,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3458,61789-51-3,具刺激作用
3459,61789-51-3,目前，未见有对人体损害的报道
3460,618-45-1,本品对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3461,618-45-1,长时间的接触可引起眼灼伤
3462,618-87-1,对眼睛、黏膜、呼吸道及皮肤有刺激作用
3463,618-87-1,吸收进入体内引起高铁血红蛋白血症，出现紫绀
3464,618-87-1,中毒表现有恶心、眩晕、头痛等
3465,619-23-8,吸入、摄入对身体有害
3466,619-23-8,对眼睛、皮肤、粘膜及呼吸道有刺激作用
3467,619-23-8,中毒表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3468,619-23-8,吸入后可能由于喉、支气管的痉挛、炎症和水肿，化学性肺炎或肺水肿而致死
3469,619-31-8,对人体有毒，有刺激性
3470,619-31-8,进入人体内可引起高铁血红蛋白血症，引起紫绀
3471,619-65-8,对粘膜、上呼吸道、眼睛和皮肤有刺激性
3472,619-80-7,对皮肤有轻度刺激性
3473,619-80-7,动物试验出现嗜睡、肌无力、呼吸困难
3474,62-53-3,本品主要引起高铁血红蛋白血症、溶血性贫血和肝、肾损害
3475,62-53-3,易经皮肤吸收
3476,62-53-3,急性中毒：患者口唇、指端、耳廓紫绀，有头痛、头晕、恶心、呕吐、手指发麻、精神恍惚等；重度中毒时，皮肤、黏膜严重青紫，呼吸困难，抽搐，甚至昏迷，休克
3477,62-53-3,出现溶血性黄疸、中毒性肝炎及肾损害
3478,62-53-3,可有化学性膀胱炎
3479,62-53-3,眼接触引起结膜角膜炎
3480,62-53-3,慢性中毒：患者有神经衰弱综合征表现，伴有轻度紫绀、贫血和肝、脾肿大
3481,62-53-3,皮肤接触可引起湿疹
3482,62-56-6,一次作用时毒性小，反复作用时可抑制甲状腺和造血器官的机能
3483,62-56-6,可引起变态反应
3484,62-56-6,可经皮肤吸收
3485,62-56-6,本品粉尘对眼和上呼吸道有刺激性，吸入后引起咳嗽、胸部不适
3486,62-56-6,口服刺激胃肠道
3487,62-56-6,慢性影响：长期接触出现头痛、嗜睡、无力、面色苍白、面部虚肿、基础代谢降低、血压下降、脉搏变慢、白细胞减少等
3488,62-56-6,对皮肤有损害，出现皮肤瘙痒、手掌出汗、皮炎、皲裂等
3489,62-73-7,抑制体内胆碱酯酸，造成神经生理功能紊乱
3490,62-73-7,急性中毒：短期内接触(口服、吸入、皮肤、黏膜)大量接触引起急性中毒
3491,62-73-7,中毒表现有恶心、呕吐、腹痛、流涎、多汗、视物模糊、瞳孔缩小、呼吸道分泌物增加、呼吸困难、肺水肿、肌束震颤、肌麻痹
3492,62-73-7,可出现中枢神经系统症状，重者有脑水肿
3493,62-73-7,部分患者有心、肝、肾损害
3494,62-73-7,少数重度中毒者临床症状消失后数周出现周围神经病
3495,62-73-7,重度中毒者在病情基本恢复3～5日后可发生迟发性猝死
3496,62-73-7,对眼有刺激性
3497,62-73-7,可致皮炎
3498,62-73-7,血胆碱酯酶活性下降
3499,62-73-7,慢性中毒：尚有争论
3500,62-73-7,有神经衰弱综合征、多汗、肌束震颤及血胆碱酶活性下降等
3501,62-74-8,引起流涎、恶心、呕吐、上腹痛、视物不清、恐惧感、低血压、心律紊乱、肌痉挛、抽搐、昏迷
3502,62-74-8,潜伏期一般约为6h
3503,62-74-8,可致死
3504,62-74-8,对人致死量约为2～10mg/kg
3505,62-75-9,对眼睛、皮肤有刺激作用
3506,62-75-9,摄入、吸入或经皮肤吸收可能致死
3507,62-75-9,接触可引起肝、肾损害
3508,620-22-4,Inhalation:May be fatal. May cause irritatior or burns. Vapors may cause dizziness or suffocation.Skin:Causes irritation.Eyes:Causes irritation.Ingestion:See inhalation.
3509,621-33-0,Inhalation:May be harmful if inhaled. Inhalation of aniline causes anoxia due to the formation of methemoglobinemia.Skin:May cause skin irritation.Eyes:May cause eye irritation. May cause chemical conjunctivitis.Ingestion:May be harmful if swallowed. May form methemoglobin which in sufficient concentration causes cyanosis.
3510,622-44-6,极低的浓度可刺激人的眼、鼻、咽的粘膜
3511,622-44-6,在３０ｍｇ／ｍ３下１分钟以上人即不能耐受，可致头痛及支气管炎
3512,622-44-6,８００ｍｇ／ｍ３时，人吸入1-2min引起呼吸器官的显著损害
3513,622-45-7,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3514,622-97-9,未见人类中毒报道
3515,622-97-9,动物试验出现呼吸抑制、抽搐和共济失调
3516,623-37-0,长时间吸入高浓度本品有麻醉作用
3517,623-42-7,在工业生产中未发现对人的危害
3518,623-42-7,给动物致死量时发生皮毛粗糙、共济失调、气急、呼吸困难、抽搐和体温降低
3519,623-43-8,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3520,623-43-8,对皮肤有刺激性
3521,623-43-8,接触后表现有烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3522,623-46-1,Inhalation:May be harmful if inhaled. Material is irritating to mucous membranes and upper respiratory tract.Skin:Causes skin irritation. May be harmful if absorbed through the skin.Eyes:Lachrymator. Causes eye irritation.Ingestion:Harmful if swallowed.
3523,623-48-3,本品蒸气对眼睛有强烈刺激作用，在1.4mg/m3时，即有催泪作用
3524,623-48-3,国外曾报道，接触高浓度碘乙酸乙酯，可引起肺水肿而死亡
3525,623-70-1,巴豆酸乙酯蒸气具有刺激性，能强烈刺激眼睛
3526,623-70-1,对皮肤有刺激性
3527,623-70-1,误服可引起中毒，出现虚脱、呼吸困难、中枢神经兴奋等
3528,623-71-2,本品有腐蚀性和催泪性
3529,623-71-2,受热分解出有毒气体
3530,623-71-2,对皮肤、粘膜、眼睛和上呼吸道有强烈刺激作用
3531,623-73-4,本品有毒
3532,623-73-4,遇酸液或酸雾能分解出有毒烟雾
3533,623-73-4,吸入、摄入或经皮肤吸收后对身体有害
3534,623-73-4,有刺激作用
3535,623-96-1,未见人中毒报道
3536,624-24-8,吸入、摄入或经皮肤吸收后对身体可能有害
3537,624-24-8,对人的刺激作用阈浓度为20mg/m3 
3538,624-24-8,对眼睛、皮肤有刺激作用
3539,624-54-4,在工业生产中未发现对人的危害
3540,624-54-4,给动物致死剂量时发生皮毛粗糙、共济失调、气急、呼吸困难、抽搐和体温降低等表现
3541,624-83-9,吸入低浓度本品蒸气或雾对呼吸道有刺激性；高浓度吸入可因支气管和喉的炎症、痉挛，严重的肺水肿而致死
3542,624-83-9,蒸气对眼有强烈的刺激性，引起流泪、角膜上皮水肿、角膜云翳
3543,624-83-9,溅入眼内可造成角膜坏死而失明
3544,624-83-9,液态对皮肤有强烈的刺激性
3545,624-83-9,口服刺激胃肠道
3546,624-91-9,本品主要使血管扩张，引起血压降低及心动过速
3547,624-91-9,大剂量可产生高铁血红蛋白血症
3548,624-91-9,接触本品后，初期症状有眩晕，后期为头痛、心悸等
3549,624-92-0,本品遇高热或接触酸或酸雾能分解产生有毒的气体
3550,624-92-0, 误服或吸入本品可引起中毒
3551,624-92-0,接触后可引起头痛、恶心和呕吐
3552,625-27-4,吸入或摄入对身体有害
3553,625-27-4,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3554,625-27-4,对皮肤有刺激性
3555,625-27-4,接触后出现烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3556,625-28-5,腈类物质可抑制细胞呼吸，造成组织缺氧
3557,625-28-5,腈类中毒出现恶心、呕吐、腹痛、腹泻、胸闷、乏力等症状，重者出现呼吸抑制、血压下降、昏迷、抽搐等
3558,625-28-5,兔皮下注射本品，最低致死量为43.4mg/kg，出现呼吸兴奋和痉挛性麻痹
3559,625-55-8,其蒸气与液体能严重刺激眼、鼻和呼吸系统，高浓度蒸气对神经系统有损害作用，受热分解放出具腐蚀性的烟雾
3560,625-59-2,低碳类硫氰酸酯类化合物在体内可释出CN-，故毒性与氰化物相似
3561,625-59-2,该类物质动物染毒出现流涎、呼吸抑制、抽搐、发绀、痉挛、窒息而死亡
3562,625-86-5,吸入、摄入或经皮肤吸收后对身体有害，有刺激作用
3563,625-98-9,本品有毒，有刺激性
3564,625-98-9,对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3565,626-56-2,吸入、摄入或经皮肤吸收对身体有害
3566,626-56-2,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3567,626-56-2,对皮肤有刺激性
3568,626-58-4,吸入、摄入或经皮肤吸收对身体有害
3569,626-58-4,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3570,626-58-4,对皮肤有刺激性
3571,626-67-5,误服、吸入或与皮肤接触对身体有害
3572,626-67-5,本品对眼睛、皮肤和粘膜有刺激性
3573,626-93-7,吸入高浓度时，可出现眼和呼吸道刺激症状及中枢神经系统抑制症状
3574,627-05-4,硝基烷烃类物质除刺激黏膜外，对中枢神经系统亦有损害
3575,627-05-4,动物实验表明，还有损害肝脏的可能
3576,627-13-4,对眼、呼吸道和皮肤有刺激性
3577,627-19-0,本品属于不饱和脂肪族烃类，该类物质有麻醉作用
3578,627-30-5,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3579,627-30-5,对皮肤有刺激性
3580,627-63-4,有腐蚀性
3581,627-63-4,对眼睛、皮肤、粘膜有强刺激性，可引起皮肤灼伤
3582,627-63-4,遇水分解释出有刺激性和腐蚀性的氯化物烟雾
3583,628-17-1,蒸气或雾对眼、黏膜和上呼吸道可能有刺激作用
3584,628-28-4,本品具有麻醉和刺激作用
3585,628-32-0,醚类具有麻醉作用
3586,628-41-1,本品属脂环族烃类，该类物质有麻醉和刺激作用
3587,628-41-1,动物实验有麻醉作用
3588,628-63-7,对眼及上呼吸道黏膜有刺激作用，可引起结膜炎、鼻炎、咽喉炎等，重者伴有头痛、嗜睡、胸闷、心悸、食欲不振、恶心、呕吐等症状
3589,628-63-7,皮肤长期接触可致皮炎或湿疹
3590,628-63-7,有的可发生贫血和嗜酸性粒细胞增多
3591,628-71-7,本品属于不饱和脂肪族烃类，该类物质有麻醉作用
3592,628-73-9,腈类化合物能析出氰离子，抑制细胞呼吸，造成组织缺氧
3593,628-73-9,蒸气或雾对眼、黏膜和上呼吸道有刺激性
3594,628-76-2,本品属脂肪族卤代烃类，该类物质具有麻醉和刺激作用
3595,628-92-2,吸入、口服或经皮肤吸收对身体有害
3596,628-92-2,对眼和皮肤有刺激性
3597,629-05-0,吸入、食入对人体可能有害
3598,629-05-0,未见急慢性中毒报道
3599,629-14-1,吸入、摄入或经皮肤吸收对身体有害
3600,629-14-1,对眼睛、皮肤有刺激作用
3601,629-20-9,本品属脂环族烃类，该类物质具有麻醉和中枢神经抑制作用，对皮肤有刺激性和脱脂作用
3602,629-33-4,本品对眼睛、皮肤和黏膜有刺激作用
3603,629-40-3,本品对皮肤有刺激作用
3604,629-40-3,摄入、吸入或经皮肤吸收后对身体有害
3605,629-40-3,其蒸气或雾对眼睛、粘膜和上呼吸道有刺激作用
3606,6290-49-9,"Inhalation:May cause respiratory tract irritation. The toxicological properties of this substance have not been fully investigated. Aspiration may lead to pulmonary edema. Vapors may cause dizziness or suffocation. May cause burning sensation in the chest.Skin:May cause irritation and dermatitis. May cause cyanosis of the extremities.Eyes:May cause eye irritation. May cause chemical conjunctivitis and corneal damage.Ingestion:May cause gastrointestinal irritation with nausea, vomiting and diarrhea. The toxicological properties of this substance have not been fully investigated. Ingestion of large amounts may cause CNS depression."
3607,630-08-0,一氧化碳在血中与血红蛋白结合而造成组织缺氧
3608,630-08-0,急性中毒：轻度中毒者出现剧烈头痛、头晕、耳鸣、心悸、恶心、呕吐、无力，轻度至中度意识障碍但无昏迷，血液碳氧血红蛋白浓度可高于10%；中度中毒者除上述症状外，意识障碍表现为浅至中度昏迷，但经抢救后恢复且无明显并发症，血液碳氧血红蛋白浓度可高于30%；重度患者出现深度昏迷或去大脑强直状态、休克、脑水肿、肺水肿、严重心肌损害、锥体系或锥体外系损害、呼吸衰竭等，血液碳氧血红蛋白可高于50%
3609,630-08-0,部分患意识障碍恢复后，约经2～60天的“假愈期”，又可能出现迟发性脑病，以意识精神障碍、锥体系或锥体外系损害为主
3610,630-08-0,慢性影响：能否造成慢性中毒及对心血管影响无定论
3611,6303-21-5,吸入本品蒸气或雾对呼吸道黏膜有腐蚀作用，可引起支气管炎、肺炎或肺水肿
3612,6303-21-5,蒸气对眼和皮肤有刺激性，液体或雾可致灼伤
3613,6303-21-5,口服腐蚀消化道，出现剧烈腹痛、恶心、呕吐和虚脱
3614,631-60-7,进入体内易因蓄积引起中毒
3615,631-60-7,主要损害中枢神经系统，出现神经衰弱综合征，精神障碍、向心性视野缩小等；可发生肾脏损害，重者可致急性肾功能衰竭
3616,632-21-3,有毒
3617,632-21-3,吸入、摄入或经皮肤吸收后会中毒
3618,632-21-3,资料报道，有致畸、致突变的作用
3619,632-21-3,受热分解放出有毒的氯气烟雾
3620,634-66-2,低浓度对眼、黏膜有刺激性
3621,634-66-2,高浓度时可抑制中枢神经系统并可损害肝、肾
3622,634-66-2,可引起气管炎和皮肤损害
3623,634-90-2,低浓度对眼、黏膜有刺激性
3624,634-90-2,高浓度时可抑制中枢神经系统并可损害肝、肾
3625,634-90-2,可引起气管炎和皮肤损害
3626,634-93-5,对眼睛、黏膜、呼吸道及皮肤有刺激作用
3627,634-93-5,吸收进入体内引起高铁血红蛋白血症，出现紫绀
3628,636-30-6,对眼睛、黏膜、呼吸道及皮肤有刺激性
3629,636-30-6,吸收进入体内引起高铁血红蛋白血症，出现紫绀
3630,636-98-6,有毒，并有刺激性
3631,636-98-6,进入体内后，可形成高铁血红蛋白致发生紫绀
3632,638-11-9,蒸气或雾对眼、黏膜和上呼吸道有刺激性
3633,638-11-9,对皮肤有刺激性
3634,638-11-9,酯类化合物有麻醉作用
3635,638-49-3,对眼睛、黏膜和皮肤有刺激作用，具麻醉作用
3636,63938-10-3,本品经热解能放出有高毒的氯化氢和氟化氢气体
3637,64-00-6,吞咽致命
3638,64-00-6,  引起轻微皮肤刺激
3639,64-00-6,  吸入致命
3640,64-17-5,本品为中枢神经系统抑制剂
3641,64-17-5,首先引起兴奋，随后抑制
3642,64-17-5,急性中毒：主要见于过量饮酒者，职业中毒者少见
3643,64-17-5,轻度中毒和中毒早期表现为兴奋、欣快、言语增多、颜面潮红或苍白、步态不稳、轻度动作不协调、判断力障碍、语无伦次、眼球震颤，甚至昏睡
3644,64-17-5,重度中毒可出现昏迷、呼吸表浅或呈潮式呼吸，并可因呼吸麻痹或循环衰竭而死亡
3645,64-17-5,吸入高浓度乙醇蒸气可出现酒醉感、头昏、乏力、兴奋和轻度的眼、上呼吸道黏膜刺激等症状，但一般不引起严重中毒
3646,64-17-5,慢性中毒：长期酗酒者可见面部毛细血管扩张、皮肤营养障碍、慢性胃炎、胃溃疡、肝炎、肝硬化、肝功能衰竭、心肌损害、肌病、多发性神经病等
3647,64-17-5,皮肤长期反复接触乙醇液体，可引起局部干燥、脱屑、皲裂和皮炎
3648,64-18-6,主要引起皮肤、黏膜的刺激症状
3649,64-18-6,接触后可引起结膜炎、眼睑水肿、鼻炎、支气管炎，重者可引起急性化学性肺炎
3650,64-18-6,浓甲酸口服后可腐蚀口腔及消化道黏膜，引起呕吐、腹泻及胃肠出血，甚至因急性肾功能衰竭或呼吸功能衰竭而致死
3651,64-18-6,皮肤接触可引起炎症和溃疡
3652,64-18-6,偶有过敏反应
3653,64-19-7,吸入本品蒸气对鼻、喉和呼吸道有刺激性
3654,64-19-7,对眼有强烈刺激作用
3655,64-19-7,皮肤接触，轻者出现红斑，重者引起化学灼伤
3656,64-19-7,误服浓乙酸，口腔和消化道可产生糜烂，重者可因休克而致死
3657,64-19-7,慢性影响：眼睑水肿、结膜充血、慢性咽炎和支气管炎
3658,64-19-7,长期反复接触，可致皮肤干燥、脱脂和皮炎
3659,64-67-5,吸入本品可出现呼吸道刺激症状及恶心、呕吐
3660,64-67-5,液体或雾对眼有强烈刺激性，可引起眼灼伤
3661,64-67-5,皮肤短时接触引起刺激，较长时间接触可发生水疱
3662,64-67-5,大量口服引起恶心、呕吐、腹痛和虚脱
3663,64-69-7,对皮肤、黏膜有刺激性
3664,64-69-7,可引起接触性皮炎，呈大疱和小疱样损害
3665,640-15-3,抑制胆碱酯酶活性
3666,640-15-3,轻者出现头痛、恶心、多汗、胸闷等症状，瞳孔缩小；中度中毒者出现肌束震颤、呼吸困难等；重者出现肺水肿、脑水肿、呼吸麻痹
3667,640-19-7,本品的中毒多由误服引起，神经系统的症状有头痛、头晕、无力、四肢麻木、易激动、肌肉震颤、肢体阵发性抽搐、昏迷、谵妄等，常因呼吸衰竭而死亡，国内中毒病例多为此型
3668,640-19-7,循环系统方面多为窦性心动过速，重者出现心肌损害，甚至发生心室纤维性颤动，此为心脏型，国外多见
3669,640-19-7,本品对胃肠道有一定的刺激性
3670,640-19-7,本品可经皮肤吸收，导致中毒死亡
3671,64013-16-7,本品有腐蚀性和毒性
3672,64013-16-7,对眼睛、黏膜、皮肤和上呼吸道有强烈刺激作用
3673,644-31-5,误服和吸入本品有毒
3674,644-31-5,对眼睛、皮肤和粘膜有强烈刺激作用
3675,644-31-5,受热分解放出有腐蚀性的烟雾
3676,644-49-5,未发现本品对人有危害的资料
3677,644-97-3,有毒
3678,644-97-3,误服或吸入会引起中毒
3679,644-97-3,有腐蚀性，对皮肤、眼睛和粘膜有刺激性
3680,645-00-1,对眼睛、皮肤和粘膜有刺激作用
3681,645-00-1,进入体内能形成高铁血红蛋白，导致紫绀
3682,646-06-0,本品为麻醉剂，蒸气有刺激作用
3683,646-20-8,本品对皮肤有刺激作用
3684,646-20-8,吸入、摄入或经皮肤吸收后对身体有害
3685,646-20-8,其蒸气或雾对眼睛、粘膜和上呼吸道有刺激作用
3686,6484-52-2,对呼吸道、眼及皮肤有刺激性
3687,6484-52-2,接触后可引起恶心、呕吐、头痛、虚弱、无力和虚脱等
3688,6484-52-2,大量接触可引起高铁血红蛋白血症，影响血液的携氧能力，出现紫绀、头痛、头晕、虚脱，甚至死亡
3689,6484-52-2,口服引起剧烈腹痛、呕吐、血便、休克、全身抽搐、昏迷，甚至死亡
3690,65-30-5,本品属高毒
3691,65-30-5,对眼睛、皮肤和粘膜有刺激作用
3692,65-30-5,进入体内，可引起紫绀
3693,65-30-5,接触后可致头痛、恶心、呕吐、腹泻、眩晕、惊厥等
3694,6533-73-9,急性中毒最初出现胃肠道刺激症状，以后出现神经系统损害、心、肝、肾的损害
3695,6533-73-9,脱发是其中毒的特征表现，可累及全身毛发，但眉毛内侧1/3不受累
