,CAS,吸入
4652,528-29-0,就医
4653,5283-66-9,迅速脱离现场至空气新鲜处
4654,5283-66-9,保持呼吸道通畅
4655,5283-66-9,如呼吸困难，给输氧
4656,5283-66-9,如呼吸停止，立即进行人工呼吸
4657,5283-66-9,就医
4658,5283-67-0,迅速脱离现场至空气新鲜处
4659,5283-67-0,保持呼吸道通畅
4660,5283-67-0,如呼吸困难，给输氧
4661,5283-67-0,如呼吸停止，立即进行人工呼吸
4662,5283-67-0,就医
4663,529-19-1,脱离现场至空气新鲜处
4664,529-19-1,如呼吸困难，给输氧
4665,529-19-1,就医
4666,5292-43-3,迅速脱离现场至空气新鲜处
4667,5292-43-3,保持呼吸道通畅
4668,5292-43-3,如呼吸困难，给输氧
4669,5292-43-3,呼吸、心跳停止，立即进行心肺复苏术
4670,5292-43-3,就医
4671,532-27-4,脱离现场至空气新鲜处
4672,532-27-4,如呼吸困难，给输氧
4673,532-27-4,就医
4674,532-28-5,迅速脱离现场至空气新鲜处
4675,532-28-5,保持呼吸道通畅
4676,532-28-5,如呼吸困难，给输氧
4677,532-28-5,呼吸心跳停止时，立即进行人工呼吸（勿用口对口）和胸外心脏按压术
4678,532-28-5,给吸入亚硝酸异戊酯，就医
4679,5329-14-6,迅速脱离现场至空气新鲜处
4680,5329-14-6,保持呼吸道通畅
4681,5329-14-6,如呼吸困难，给输氧
4682,5329-14-6,呼吸、心跳停止，立即进行心肺复苏术
4683,5329-14-6,就医
4684,534-07-6,迅速脱离现场至空气新鲜处
4685,534-07-6,保持呼吸道通畅
4686,534-07-6,如呼吸困难，给输氧
4687,534-07-6,呼吸、心跳停止，立即进行心肺复苏术
4688,534-07-6,就医
4689,534-15-6,脱离现场至空气新鲜处
4690,534-15-6,如呼吸困难，给输氧
4691,534-15-6,就医
4692,534-22-5,迅速脱离现场至空气新鲜处
4693,534-22-5,保持呼吸道通畅
4694,534-22-5,如呼吸困难，给输氧
4695,534-22-5,如呼吸停止，立即进行人工呼吸
4696,534-22-5,就医
4697,534-52-1,迅速脱离现场至空气新鲜处
4698,534-52-1,保持呼吸道通畅
4699,534-52-1,如呼吸困难，给输氧
4700,534-52-1,如呼吸停止，立即进行人工呼吸
4701,534-52-1,就医
4702,5345-54-0,迅速脱离现场至空气新鲜处
4703,5345-54-0,保持呼吸道通畅
4704,5345-54-0,如呼吸困难，给输氧
4705,5345-54-0,如呼吸停止，立即进行人工呼吸
4706,5345-54-0,就医
4707,535-13-7,迅速脱离现场至空气新鲜处
4708,535-13-7,保持呼吸道通畅
4709,535-13-7,如呼吸困难，给输氧
4710,535-13-7,如呼吸停止，立即进行人工呼吸
4711,535-13-7,就医
4712,536-74-3,迅速脱离现场至空气新鲜处
4713,536-74-3,保持呼吸道通畅
4714,536-74-3,如呼吸困难，给输氧
4715,536-74-3,呼吸、心跳停止，立即进行心肺复苏术
4716,536-74-3,就医
4717,536-75-4,迅速脱离现场至空气新鲜处
4718,536-75-4,保持呼吸道通畅
4719,536-75-4,如呼吸困难，给输氧
4720,536-75-4,如呼吸停止，立即进行人工呼吸
4721,536-75-4,就医
4722,536-78-7,迅速脱离现场至空气新鲜处
4723,536-78-7,保持呼吸道通畅
4724,536-78-7,如呼吸困难，给输氧
4725,536-78-7,如呼吸停止，立即进行人工呼吸
4726,536-78-7,就医
4727,536-90-3,迅速脱离现场至空气新鲜处
4728,536-90-3,保持呼吸道通畅
4729,536-90-3,如呼吸困难，给输氧
4730,536-90-3,如呼吸停止，立即进行人工呼吸
4731,536-90-3,就医
4732,538-08-9,迅速脱离现场至空气新鲜处
4733,538-08-9,保持呼吸道通畅
4734,538-08-9,如呼吸困难，给输氧
4735,538-08-9,如呼吸停止，立即进行人工呼吸
4736,538-08-9,就医
4737,539-82-2,迅速脱离现场至空气新鲜处
4738,539-82-2,保持呼吸道通畅
4739,539-82-2,如呼吸困难，给输氧
4740,539-82-2,呼吸、心跳停止，立即进行心肺复苏术
4741,539-82-2,就医
4742,54-11-5,迅速脱离现场至空气新鲜处
4743,54-11-5,保持呼吸道通畅
4744,54-11-5,如呼吸困难，给输氧
4745,54-11-5,如呼吸停止，立即进行人工呼吸
4746,54-11-5,就医
4747,540-18-1,迅速脱离现场至空气新鲜处
4748,540-18-1,保持呼吸道通畅
4749,540-18-1,如呼吸困难，给输氧
4750,540-18-1,呼吸、心跳停止，立即进行心肺复苏术
4751,540-18-1,就医
4752,540-36-3,迅速脱离现场至空气新鲜处
4753,540-36-3,保持呼吸道通畅
4754,540-36-3,如呼吸困难，给输氧
4755,540-36-3,呼吸、心跳停止，立即进行心肺复苏术
4756,540-36-3,就医
4757,540-38-5,迅速脱离现场至空气新鲜处
4758,540-38-5,保持呼吸道通畅
4759,540-38-5,如呼吸困难，给输氧
4760,540-38-5,如呼吸停止，立即进行人工呼吸
4761,540-38-5,就医
4762,540-42-1,迅速脱离现场至空气新鲜处
4763,540-42-1,保持呼吸道通畅
4764,540-42-1,如呼吸困难，给输氧
4765,540-42-1,呼吸、心跳停止，立即进行心肺复苏术
4766,540-42-1,就医
4767,540-51-2,迅速脱离现场至空气新鲜处
4768,540-51-2,保持呼吸道通畅
4769,540-51-2,如呼吸困难，给输氧
4770,540-51-2,呼吸、心跳停止，立即进行心肺复苏术
4771,540-51-2,就医
4772,540-54-5,迅速脱离现场至空气新鲜处
4773,540-54-5,保持呼吸道通畅
4774,540-54-5,如呼吸困难，给输氧
4775,540-54-5,呼吸、心跳停止，立即进行心肺复苏术
4776,540-54-5,就医
4777,540-59-0,迅速脱离现场至空气新鲜处
4778,540-59-0,保持呼吸道通畅
4779,540-59-0,如呼吸困难，给输氧
4780,540-59-0,呼吸、心跳停止，立即进行心肺复苏术
4781,540-59-0,就医
4782,540-67-0,迅速脱离现场至空气新鲜处
4783,540-67-0,保持呼吸道通畅
4784,540-67-0,如呼吸困难，给输氧
4785,540-67-0,呼吸、心跳停止，立即进行心肺复苏术
4786,540-67-0,就医
4787,540-73-8,迅速脱离现场至空气新鲜处
4788,540-73-8,保持呼吸道通畅
4789,540-73-8,如呼吸困难，给输氧
4790,540-73-8,呼吸、心跳停止，立即进行心肺复苏术
4791,540-73-8,就医
4792,540-84-1,迅速脱离现场至空气新鲜处
4793,540-84-1,保持呼吸道通畅
4794,540-84-1,如呼吸困难，给输氧
4795,540-84-1,呼吸、心跳停止，立即进行心肺复苏术
4796,540-84-1,就医
4797,540-88-5,迅速脱离现场至空气新鲜处
4798,540-88-5,保持呼吸道通畅
4799,540-88-5,如呼吸困难，给输氧
4800,540-88-5,呼吸、心跳停止，立即进行心肺复苏术
4801,540-88-5,就医
4802,5405-53-8,迅速脱离现场至空气新鲜处
4803,5405-53-8,保持呼吸道通畅
4804,5405-53-8,如呼吸困难，给输氧
4805,5405-53-8,如呼吸停止，立即进行人工呼吸
4806,5405-53-8,就医
4807,541-31-1,迅速脱离现场至空气新鲜处
4808,541-31-1,保持呼吸道通畅
4809,541-31-1,如呼吸困难，给输氧
4810,541-31-1,呼吸、心跳停止，立即进行心肺复苏术
4811,541-31-1,就医
4812,541-41-3,迅速脱离现场至空气新鲜处
4813,541-41-3,保持呼吸道通畅
4814,541-41-3,如呼吸困难，给输氧
4815,541-41-3,呼吸、心跳停止，立即进行心肺复苏术
4816,541-41-3,就医
4817,541-42-4,迅速脱离现场至空气新鲜处
4818,541-42-4,保持呼吸道通畅
4819,541-42-4,如呼吸困难，给输氧
4820,541-42-4,呼吸、心跳停止，立即进行心肺复苏术
4821,541-42-4,就医
4822,541-73-1,迅速脱离现场至空气新鲜处
4823,541-73-1,保持呼吸道通畅
4824,541-73-1,如呼吸困难，给输氧
4825,541-73-1,呼吸、心跳停止，立即进行心肺复苏术
4826,541-73-1,就医
4827,541-88-8,迅速脱离现场至空气新鲜处
4828,541-88-8,保持呼吸道通畅
4829,541-88-8,如呼吸困难，给输氧
4830,541-88-8,呼吸、心跳停止，立即进行心肺复苏术
4831,541-88-8,就医
4832,5419-55-6,脱离现场至空气新鲜处
4833,5419-55-6,如呼吸困难，给输氧
4834,5419-55-6,就医
4835,542-54-1,迅速脱离现场至空气新鲜处
4836,542-54-1,保持呼吸道通畅
4837,542-54-1,如呼吸困难，给输氧
4838,542-54-1,呼吸心跳停止时，立即进行人工呼吸（勿用口对口）和胸外心脏按压术
4839,542-54-1,给吸入亚硝酸异戊酯，就医
4840,542-55-2,迅速脱离现场至空气新鲜处
4841,542-55-2,保持呼吸道通畅
4842,542-55-2,如呼吸困难，给输氧
4843,542-55-2,呼吸、心跳停止，立即进行心肺复苏术
4844,542-55-2,就医
4845,542-56-3,迅速脱离现场至空气新鲜处
4846,542-56-3,保持呼吸道通畅
4847,542-56-3,如呼吸困难，给输氧
4848,542-56-3,呼吸、心跳停止，立即进行心肺复苏术
4849,542-56-3,就医
4850,542-62-1,迅速脱离现场至空气新鲜处
4851,542-62-1,保持呼吸道通畅
4852,542-62-1,如呼吸困难，给输氧
4853,542-62-1,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4854,542-62-1,就医
4855,542-69-8,迅速脱离现场至空气新鲜处
4856,542-69-8,保持呼吸道通畅
4857,542-69-8,如呼吸困难，给输氧
4858,542-69-8,呼吸、心跳停止，立即进行心肺复苏术
4859,542-69-8,就医
4860,542-75-6,迅速脱离现场至空气新鲜处
4861,542-75-6,保持呼吸道通畅
4862,542-75-6,如呼吸困难，给输氧
4863,542-75-6,呼吸、心跳停止，立即进行心肺复苏术
4864,542-75-6,就医
4865,542-76-7,迅速脱离现场至空气新鲜处
4866,542-76-7,保持呼吸道通畅
4867,542-76-7,如呼吸困难，给输氧
4868,542-76-7,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4869,542-76-7,就医
4870,542-88-1,迅速脱离现场至空气新鲜处
4871,542-88-1,保持呼吸道通畅
4872,542-88-1,如呼吸困难，给输氧
4873,542-88-1,呼吸、心跳停止，立即进行心肺复苏术
4874,542-88-1,就医
4875,542-90-5,迅速脱离现场至空气新鲜处
4876,542-90-5,保持呼吸道通畅
4877,542-90-5,如呼吸困难，给输氧
4878,542-90-5,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4879,542-90-5,就医
4880,542-92-7,迅速脱离现场至空气新鲜处
4881,542-92-7,保持呼吸道通畅
4882,542-92-7,如呼吸困难，给输氧
4883,542-92-7,呼吸、心跳停止，立即进行心肺复苏术
4884,542-92-7,就医
4885,543-20-4,迅速脱离现场至空气新鲜处
4886,543-20-4,保持呼吸道通畅
4887,543-20-4,如呼吸困难，给输氧
4888,543-20-4,呼吸、心跳停止，立即进行心肺复苏术
4889,543-20-4,就医
4890,543-27-1,迅速脱离现场至空气新鲜处
4891,543-27-1,保持呼吸道通畅
4892,543-27-1,如呼吸困难，给输氧
4893,543-27-1,呼吸、心跳停止，立即进行心肺复苏术
4894,543-27-1,就医
4895,543-59-9,脱离现场至空气新鲜处
4896,543-59-9,如呼吸困难，给输氧
4897,543-59-9,就医
4898,543-67-9,迅速脱离现场至空气新鲜处
4899,543-67-9,保持呼吸道通畅
4900,543-67-9,如呼吸困难，给输氧
4901,543-67-9,呼吸、心跳停止，立即进行心肺复苏术
4902,543-67-9,就医
4903,543-80-6,迅速脱离现场至空气新鲜处
4904,543-80-6,保持呼吸道通畅
4905,543-80-6,如呼吸困难，给输氧
4906,543-80-6,如呼吸停止，立即进行人工呼吸
4907,543-80-6,就医
4908,543-81-7,迅速脱离现场至空气新鲜处
4909,543-81-7,保持呼吸道通畅
4910,543-81-7,如呼吸困难，给输氧
4911,543-81-7,如呼吸停止，立即进行人工呼吸
4912,543-81-7,就医
4913,544-01-4,迅速脱离现场至空气新鲜处
4914,544-01-4,保持呼吸道通畅
4915,544-01-4,如呼吸困难，给输氧
4916,544-01-4,呼吸、心跳停止，立即进行心肺复苏术
4917,544-01-4,就医
4918,544-10-5,迅速脱离现场至空气新鲜处
4919,544-10-5,保持呼吸道通畅
4920,544-10-5,如呼吸困难，给输氧
4921,544-10-5,呼吸、心跳停止，立即进行心肺复苏术
4922,544-10-5,就医
4923,544-13-8,迅速脱离现场至空气新鲜处
4924,544-13-8,保持呼吸道通畅
4925,544-13-8,如呼吸困难，给输氧
4926,544-13-8,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4927,544-13-8,就医
4928,544-16-1,迅速脱离现场至空气新鲜处
4929,544-16-1,保持呼吸道通畅
4930,544-16-1,如呼吸困难，给输氧
4931,544-16-1,呼吸、心跳停止，立即进行心肺复苏术
4932,544-16-1,就医
4933,544-25-2,迅速脱离现场至空气新鲜处
4934,544-25-2,保持呼吸道通畅
4935,544-25-2,如呼吸困难，给输氧
4936,544-25-2,如呼吸停止，立即进行人工呼吸
4937,544-25-2,就医
4938,544-92-3,迅速脱离现场至空气新鲜处
4939,544-92-3,保持呼吸道通畅
4940,544-92-3,如呼吸困难，给输氧
4941,544-92-3,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4942,544-92-3,就医
4943,544-97-8,迅速脱离现场至空气新鲜处
4944,544-97-8,保持呼吸道通畅
4945,544-97-8,如呼吸困难，给输氧
4946,544-97-8,如呼吸停止，立即进行人工呼吸
4947,544-97-8,就医
4948,545-06-2,迅速脱离现场至空气新鲜处
4949,545-06-2,保持呼吸道通畅
4950,545-06-2,如呼吸困难，给输氧
4951,545-06-2,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
4952,545-06-2,就医
4953,545-55-1,迅速脱离现场至空气新鲜处
4954,545-55-1,保持呼吸道通畅
4955,545-55-1,如呼吸困难，给输氧
4956,545-55-1,如呼吸停止，立即进行人工呼吸
4957,545-55-1,就医
4958,546-68-9,迅速脱离现场至空气新鲜处
4959,546-68-9,保持呼吸道通畅
4960,546-68-9,如呼吸困难，给输氧
4961,546-68-9,呼吸、心跳停止，立即进行心肺复苏术
4962,546-68-9,就医
4963,547-63-7,迅速脱离现场至空气新鲜处
4964,547-63-7,保持呼吸道通畅
4965,547-63-7,如呼吸困难，给输氧
4966,547-63-7,如呼吸停止，立即进行人工呼吸
4967,547-63-7,就医
4968,547-64-8,迅速脱离现场至空气新鲜处
4969,547-64-8,保持呼吸道通畅
4970,547-64-8,如呼吸困难，给输氧
4971,547-64-8,呼吸、心跳停止，立即进行心肺复苏术
4972,547-64-8,就医
4973,55-38-9,迅速脱离现场至空气新鲜处
4974,55-38-9,保持呼吸道通畅
4975,55-38-9,如呼吸困难，给输氧
4976,55-38-9,如呼吸停止，立即进行人工呼吸
4977,55-38-9,就医
4978,55-63-0,迅速脱离现场至空气新鲜处
4979,55-63-0,保持呼吸道通畅
4980,55-63-0,如呼吸困难，给输氧
4981,55-63-0,呼吸、心跳停止，立即进行心肺复苏术
4982,55-63-0,就医
4983,55-68-5,迅速脱离现场至空气新鲜处
4984,55-68-5,保持呼吸道通畅
4985,55-68-5,如呼吸困难，给输氧
4986,55-68-5,如呼吸停止，立即进行人工呼吸
4987,55-68-5,就医
4988,55-91-4,迅速脱离现场至空气新鲜处
4989,55-91-4,保持呼吸道通畅
4990,55-91-4,如呼吸困难，给输氧
4991,55-91-4,如呼吸停止，立即进行人工呼吸
4992,55-91-4,就医
4993,551-06-4,脱离现场至空气新鲜处
4994,551-06-4,如呼吸困难，给输氧
4995,551-06-4,就医
4996,552-46-5,迅速脱离现场至空气新鲜处
4997,552-46-5,保持呼吸道通畅
4998,552-46-5,如呼吸困难，给输氧
4999,552-46-5,如呼吸停止，立即进行人工呼吸
5000,552-46-5,就医
5001,553-90-2,迅速脱离现场至空气新鲜处
5002,553-90-2,保持呼吸道通畅
5003,553-90-2,如呼吸困难，给输氧
5004,553-90-2,呼吸、心跳停止，立即进行心肺复苏术
5005,553-90-2,就医
5006,554-00-7,迅速脱离现场至空气新鲜处
5007,554-00-7,保持呼吸道通畅
5008,554-00-7,如呼吸困难，给输氧
5009,554-00-7,呼吸、心跳停止，立即进行心肺复苏术
5010,554-00-7,就医
5011,554-12-1,迅速脱离现场至空气新鲜处
5012,554-12-1,保持呼吸道通畅
5013,554-12-1,如呼吸困难，给输氧
5014,554-12-1,呼吸、心跳停止，立即进行心肺复苏术
5015,554-12-1,就医
5016,554-84-7,迅速脱离现场至空气新鲜处
5017,554-84-7,保持呼吸道通畅
5018,554-84-7,如呼吸困难，给输氧
5019,554-84-7,呼吸、心跳停止，立即进行心肺复苏术
5020,554-84-7,就医
5021,555-03-3,迅速脱离现场至空气新鲜处
5022,555-03-3,保持呼吸道通畅
5023,555-03-3,如呼吸困难，给输氧
5024,555-03-3,呼吸、心跳停止，立即进行心肺复苏术
5025,555-03-3,就医
5026,555-21-5,脱离现场至空气新鲜处
5027,555-21-5,如呼吸困难，给输氧
5028,555-21-5,就医
5029,556-24-1,迅速脱离现场至空气新鲜处
5030,556-24-1,保持呼吸道通畅
5031,556-24-1,如呼吸困难，给输氧
5032,556-24-1,如呼吸停止，立即进行人工呼吸
5033,556-24-1,就医
5034,556-56-9,迅速脱离现场至空气新鲜处
5035,556-56-9,保持呼吸道通畅
5036,556-56-9,如呼吸困难，给输氧
5037,556-56-9,如呼吸停止，立即进行人工呼吸
5038,556-56-9,就医
5039,556-61-6,迅速脱离现场至空气新鲜处
5040,556-61-6,保持呼吸道通畅
5041,556-61-6,如呼吸困难，给输氧
5042,556-61-6,如呼吸停止，立即进行人工呼吸
5043,556-61-6,就医
5044,556-64-9,迅速脱离现场至空气新鲜处
5045,556-64-9,保持呼吸道通畅
5046,556-64-9,如呼吸困难，给输氧
5047,556-64-9,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
5048,556-64-9,就医
5049,556-88-7,迅速脱离现场至空气新鲜处
5050,556-88-7,保持呼吸道通畅
5051,556-88-7,如呼吸困难，给输氧
5052,556-88-7,呼吸、心跳停止，立即进行心肺复苏术
5053,556-88-7,就医
5054,557-17-5,迅速脱离现场至空气新鲜处
5055,557-17-5,保持呼吸道通畅
5056,557-17-5,如呼吸困难，给输氧
5057,557-17-5,如呼吸停止，立即进行人工呼吸
5058,557-17-5,就医
5059,557-18-6,迅速脱离现场至空气新鲜处
5060,557-18-6,保持呼吸道通畅
5061,557-18-6,如呼吸困难，给输氧
5062,557-18-6,如呼吸停止，立即进行人工呼吸
5063,557-18-6,就医
5064,557-19-7,迅速脱离现场至空气新鲜处
5065,557-19-7,保持呼吸道通畅
5066,557-19-7,如呼吸困难，给输氧
5067,557-19-7,如呼吸停止，立即进行人工呼吸
5068,557-19-7,就医
5069,557-20-0,迅速脱离现场至空气新鲜处
5070,557-20-0,保持呼吸道通畅
5071,557-20-0,如呼吸困难，给输氧
5072,557-20-0,如呼吸停止，立即进行人工呼吸
5073,557-20-0,就医
5074,557-21-1,迅速脱离现场至空气新鲜处
5075,557-21-1,保持呼吸道通畅
5076,557-21-1,如呼吸困难，给输氧
5077,557-21-1,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
5078,557-21-1,就医
5079,557-31-3,脱离现场至空气新鲜处
5080,557-31-3,如呼吸困难，给输氧
5081,557-31-3,就医
5082,557-40-4,脱离现场至空气新鲜处
5083,557-40-4,如呼吸困难，给输氧
5084,557-40-4,就医
5085,557-98-2,迅速脱离现场至空气新鲜处
5086,557-98-2,保持呼吸道通畅
5087,557-98-2,如呼吸困难，给输氧
5088,557-98-2,呼吸、心跳停止，立即进行心肺复苏术
5089,557-98-2,就医
5090,558-13-4,迅速脱离现场至空气新鲜处
5091,558-13-4,保持呼吸道通畅
5092,558-13-4,如呼吸困难，给输氧
5093,558-13-4,呼吸、心跳停止，立即进行心肺复苏术
5094,558-13-4,就医
5095,558-17-8,迅速脱离现场至空气新鲜处
5096,558-17-8,保持呼吸道通畅
5097,558-17-8,如呼吸困难，给输氧
5098,558-17-8,呼吸、心跳停止，立即进行心肺复苏术
5099,558-17-8,就医
5100,558-25-8,迅速脱离现场至空气新鲜处
5101,558-25-8,保持呼吸道通畅
5102,558-25-8,如呼吸困难，给输氧
5103,558-25-8,如呼吸停止，立即进行人工呼吸
5104,558-25-8,就医
5105,56-18-8,迅速脱离现场至空气新鲜处
5106,56-18-8,保持呼吸道通畅
5107,56-18-8,如呼吸困难，给输氧
5108,56-18-8,如呼吸停止，立即进行人工呼吸
5109,56-18-8,就医
5110,56-23-5,迅速脱离现场至空气新鲜处
5111,56-23-5,保持呼吸道通畅
5112,56-23-5,如呼吸困难，给输氧
5113,56-23-5,呼吸、心跳停止，立即进行心肺复苏术
5114,56-23-5,就医
5115,56-35-9,"Remove from exposure to fresh air immediately. If not breathing, give artificial respiration. If breathing is difficult, give oxygen. Get medical aid."
5116,56-38-2,迅速脱离现场至空气新鲜处
5117,56-38-2,保持呼吸道通畅
5118,56-38-2,如呼吸困难，给输氧
5119,56-38-2,呼吸、心跳停止，立即进行心肺复苏术
5120,56-38-2,就医
5121,56-72-4,迅速脱离现场至空气新鲜处
5122,56-72-4,保持呼吸道通畅
5123,56-72-4,如呼吸困难，给输氧
5124,56-72-4,如呼吸停止，立即进行人工呼吸
5125,56-72-4,就医
5126,56073-10-0,迅速脱离现场至空气新鲜处
5127,56073-10-0,保持呼吸道通畅
5128,56073-10-0,如呼吸困难，给输氧
5129,56073-10-0,如呼吸停止，立即进行人工呼吸
5130,56073-10-0,就医
5131,562-49-2,迅速脱离现场至空气新鲜处
5132,562-49-2,保持呼吸道通畅
5133,562-49-2,如呼吸困难，给输氧
5134,562-49-2,呼吸、心跳停止，立即进行心肺复苏术
5135,562-49-2,就医
5136,5628-99-9,迅速脱离现场至空气新鲜处
5137,5628-99-9,保持呼吸道通畅
5138,5628-99-9,如呼吸困难，给输氧
5139,5628-99-9,如呼吸停止，立即进行人工呼吸
5140,5628-99-9,就医
5141,563-12-2,迅速脱离现场至空气新鲜处
5142,563-12-2,保持呼吸道通畅
5143,563-12-2,如呼吸困难，给输氧
5144,563-12-2,呼吸、心跳停止，立即进行心肺复苏术
5145,563-12-2,就医
5146,563-45-1,脱离现场至空气新鲜处
5147,563-45-1,如呼吸困难，给输氧
5148,563-45-1,就医
5149,563-46-2,迅速脱离现场至空气新鲜处
5150,563-46-2,保持呼吸道通畅
5151,563-46-2,如呼吸困难，给输氧
5152,563-46-2,呼吸、心跳停止，立即进行心肺复苏术
5153,563-46-2,就医
5154,563-47-3,迅速脱离现场至空气新鲜处
5155,563-47-3,保持呼吸道通畅
5156,563-47-3,如呼吸困难，给输氧
5157,563-47-3,如呼吸停止，立即进行人工呼吸
5158,563-47-3,就医
5159,563-52-0,脱离现场至空气新鲜处
5160,563-52-0,如呼吸困难，给输氧
5161,563-52-0,就医
5162,563-54-2,迅速脱离现场至空气新鲜处
5163,563-54-2,保持呼吸道通畅
5164,563-54-2,如呼吸困难，给输氧
5165,563-54-2,呼吸、心跳停止，立即进行心肺复苏术
5166,563-54-2,就医
5167,563-68-8,迅速脱离现场至空气新鲜处
5168,563-68-8,保持呼吸道通畅
5169,563-68-8,如呼吸困难，给输氧
5170,563-68-8,如呼吸停止，立即进行人工呼吸
5171,563-68-8,就医
5172,563-76-8,迅速脱离现场至空气新鲜处
5173,563-76-8,保持呼吸道通畅
5174,563-76-8,如呼吸困难，给输氧
5175,563-76-8,如呼吸停止，立即进行人工呼吸
5176,563-76-8,就医
5177,563-78-0,迅速脱离现场至空气新鲜处
5178,563-78-0,保持呼吸道通畅
5179,563-78-0,如呼吸困难，给输氧
5180,563-78-0,如呼吸停止，立即进行人工呼吸
5181,563-78-0,就医
5182,563-79-1,迅速脱离现场至空气新鲜处
5183,563-79-1,保持呼吸道通畅
5184,563-79-1,如呼吸困难，给输氧
5185,563-79-1,如呼吸停止，立即进行人工呼吸
5186,563-79-1,就医
5187,563-80-4,迅速脱离现场至空气新鲜处
5188,563-80-4,保持呼吸道通畅
5189,563-80-4,如呼吸困难，给输氧
5190,563-80-4,呼吸、心跳停止，立即进行心肺复苏术
5191,563-80-4,就医
5192,564-02-3,迅速脱离现场至空气新鲜处
5193,564-02-3,保持呼吸道通畅
5194,564-02-3,如呼吸困难，给输氧
5195,564-02-3,呼吸、心跳停止，立即进行心肺复苏术
5196,564-02-3,就医
5197,565-59-3,迅速脱离现场至空气新鲜处
5198,565-59-3,保持呼吸道通畅
5199,565-59-3,如呼吸困难，给输氧
5200,565-59-3,呼吸、心跳停止，立即进行心肺复苏术
5201,565-59-3,就医
5202,565-61-7,脱离现场至空气新鲜处
5203,565-61-7,如呼吸困难，给输氧
5204,565-61-7,就医
5205,565-67-3,迅速脱离现场至空气新鲜处
5206,565-67-3,保持呼吸道通畅
5207,565-67-3,如呼吸困难，给输氧
5208,565-67-3,如呼吸停止，立即进行人工呼吸
5209,565-67-3,就医
5210,565-69-5,脱离现场至空气新鲜处
5211,565-69-5,如呼吸困难，给输氧
5212,565-69-5,就医
5213,565-75-3,迅速脱离现场至空气新鲜处
5214,565-75-3,保持呼吸道通畅
5215,565-75-3,如呼吸困难，给输氧
5216,565-75-3,呼吸、心跳停止，立即进行心肺复苏术
5217,565-75-3,就医
5218,565-80-0,迅速脱离现场至空气新鲜处
5219,565-80-0,保持呼吸道通畅
5220,565-80-0,如呼吸困难，给输氧
5221,565-80-0,如呼吸停止，立即进行人工呼吸
5222,565-80-0,就医
5223,57-06-7,迅速脱离现场至空气新鲜处
5224,57-06-7,保持呼吸道通畅
5225,57-06-7,如呼吸困难，给输氧
5226,57-06-7,呼吸、心跳停止，立即进行心肺复苏术
5227,57-06-7,就医
5228,57-14-7,迅速脱离现场至空气新鲜处
5229,57-14-7,保持呼吸道通畅
5230,57-14-7,如呼吸困难，给输氧
5231,57-14-7,呼吸、心跳停止，立即进行心肺复苏术
5232,57-14-7,就医
5233,57-24-9,迅速脱离现场至空气新鲜处
5234,57-24-9,保持呼吸道通畅
5235,57-24-9,如呼吸困难，给输氧
5236,57-24-9,如呼吸停止，立即进行人工呼吸
5237,57-24-9,就医
5238,57-39-6,迅速脱离现场至空气新鲜处
5239,57-39-6,保持呼吸道通畅
5240,57-39-6,如呼吸困难，给输氧
5241,57-39-6,如呼吸停止，立即进行人工呼吸
5242,57-39-6,就医
5243,57-52-3,迅速脱离现场至空气新鲜处
5244,57-52-3,保持呼吸道通畅
5245,57-52-3,如呼吸困难，给输氧
5246,57-52-3,如呼吸停止，立即进行人工呼吸
5247,57-52-3,就医
5248,57-74-9,迅速脱离现场至空气新鲜处
5249,57-74-9,保持呼吸道通畅
5250,57-74-9,如呼吸困难，给输氧
5251,57-74-9,如呼吸停止，立即进行人工呼吸
5252,57-74-9,就医
5253,57-94-3,迅速脱离现场至空气新鲜处
5254,57-94-3,保持呼吸道通畅
5255,57-94-3,如呼吸困难，给输氧
5256,57-94-3,如呼吸停止，立即进行人工呼吸
5257,57-94-3,就医
5258,576-23-8,迅速脱离现场至空气新鲜处
5259,576-23-8,保持呼吸道通畅
5260,576-23-8,如呼吸困难，给输氧
5261,576-23-8,如呼吸停止，立即进行人工呼吸
5262,576-23-8,就医
5263,576-24-9,迅速脱离现场至空气新鲜处；保持呼吸道通畅；如呼吸困难，给输氧；如呼吸停止，立即进行人工呼吸；就医
5264,576-26-1,迅速脱离现场至空气新鲜处
5265,576-26-1,保持呼吸道通畅
5266,576-26-1,如呼吸困难，给输氧
5267,576-26-1,如呼吸停止，立即进行人工呼吸
5268,576-26-1,就医
5269,577-19-5,迅速脱离现场至空气新鲜处
5270,577-19-5,保持呼吸道通畅
5271,577-19-5,如呼吸困难，给输氧
5272,577-19-5,呼吸、心跳停止，立即进行心肺复苏术
5273,577-19-5,就医
5274,578-54-1,迅速脱离现场至空气新鲜处
5275,578-54-1,保持呼吸道通畅
