,CAS,应急行动
7125,29921-57-1,大量泄漏：构筑围堤或挖坑收容
7126,29921-57-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7127,2999-46-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7128,2999-46-4,切断火源
7129,2999-46-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7130,2999-46-4,尽可能切断泄漏源
7131,2999-46-4,防止流入下水道、排洪沟等限制性空间
7132,2999-46-4,小量泄漏：用砂土、干燥石灰或苏打灰混合
7133,2999-46-4,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7134,2999-46-4,大量泄漏：构筑围堤或挖坑收容
7135,2999-46-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7136,2999-74-8,隔离泄漏污染区，限制出入
7137,2999-74-8,切断火源
7138,2999-74-8,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7139,2999-74-8,不要直接接触泄漏物
7140,2999-74-8,小量泄漏：使用无火花工具收集于干燥、洁净、有盖的容器中
7141,2999-74-8,大量泄漏：收集回收或运至废物处理场所处置
7142,300-76-5,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7143,300-76-5,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴氯丁橡胶手套
7144,300-76-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7145,300-76-5,尽可能切断泄漏源
7146,300-76-5,防止泄漏物进入水体、下水道、地下室或限制性空间
7147,300-76-5,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
7148,300-76-5,大量泄漏：构筑围堤或挖坑收容
7149,300-76-5,用砂土、惰性物质或蛭石吸收大量液体
7150,300-76-5,用泵转移至槽车或专用收集器内
7151,3006-82-4,"ELIMINATE all ignition sources (no smoking, flares, sparks or flames in immediate area). Keep combustibles (wood, paper, oil, etc.) away from spilled material. Do not touch or walk through spilled material. Stop leak if you can do it without risk. SMALL SPILLS: Take up with inert, damp, noncombustible material using clean non-sparking tools and place into loosely covered plastic containers for later disposal."
7152,3006-86-8,"ELIMINATE all ignition sources (no smoking, flares, sparks or flames in immediate area). Keep combustibles (wood, paper, oil, etc.) away from spilled material. Do not touch damaged containers or spilled material unless wearing appropriate protective clothing. Keep substance wet using water spray. Stop leak if you can do it without risk. SMALL SPILLS: Take up with inert, damp, noncombustible material using clean non-sparking tools and place into loosely covered plastic containers for later disposal."
7153,301-10-0,隔离泄漏污染区，限制出入
7154,301-10-0,切断火源
7155,301-10-0,建议应急处理人员戴防尘口罩，穿一般作业工作服
7156,301-10-0,不要直接接触泄漏物
7157,301-10-0,小量泄漏：小心扫起，收集于密闭容器中
7158,301-10-0,大量泄漏：收集回收或运至废物处理场所处置
7159,3012-37-1,隔离泄漏污染区，限制出入
7160,3012-37-1,切断火源
7161,3012-37-1,建议应急处理人员戴防尘口罩，穿防毒服
7162,3012-37-1,不要直接接触泄漏物
7163,3012-37-1,小量泄漏：小心扫起，收集于密闭容器中
7164,3012-37-1,大量泄漏：收集回收或运至废物处理场所处置
7165,3017-95-6,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7166,3017-95-6,切断火源
7167,3017-95-6,建议应急处理人员戴自给式呼吸器，穿防毒服
7168,3017-95-6,不要直接接触泄漏物
7169,3017-95-6,尽可能切断泄漏源
7170,3017-95-6,防止流入下水道、排洪沟等限制性空间
7171,3017-95-6,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7172,3017-95-6,大量泄漏：构筑围堤或挖坑收容
7173,3017-95-6,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7174,3018-12-0,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7175,3018-12-0,消除所有点火源
7176,3018-12-0,建议应急处理人员戴正压自给式呼吸器，穿防毒、防静电服，戴橡胶耐油手套
7177,3018-12-0,禁止接触或跨越泄漏物
7178,3018-12-0,尽可能切断泄漏源
7179,3018-12-0,防止泄漏物进入水体、下水道、地下室或限制性空间
7180,3018-12-0,小量泄漏：用砂土或其他不燃材料吸收
7181,3018-12-0,大量泄漏：构筑围堤或挖坑收容
7182,3018-12-0,用防爆泵转移至槽车或专用收集器内
7183,302-01-2,消除所有点火源
7184,302-01-2,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7185,302-01-2,建议应急处理人员戴正压自给式呼吸器，穿防静电、防腐蚀、防毒服，戴橡胶耐油手套
7186,302-01-2,作业时使用的所有设备应接地
7187,302-01-2,禁止接触或跨越泄漏物
7188,302-01-2,尽可能切断泄漏源
7189,302-01-2,防止泄漏物进入水体、下水道、地下室或限制性空间
7190,302-01-2,小量泄漏：用砂土或其他不燃材料吸收
7191,302-01-2,使用洁净的无火花工具收集吸收材料
7192,302-01-2,大量泄漏：构筑围堤或挖坑收容
7193,302-01-2,用砂土、惰性物质或蛭石吸收大量液体
7194,302-01-2,用抗溶性泡沫覆盖，减少蒸发
7195,302-01-2,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7196,302-01-2,用防爆、耐腐蚀泵转移至槽车或专用收集器内
7197,302-01-2,喷雾状水驱散蒸气、稀释液体泄漏物
7198,303-04-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7199,303-04-8,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7200,303-04-8,尽可能切断泄漏源
7201,303-04-8,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7202,303-04-8,大量泄漏：构筑围堤或挖坑收容
7203,303-04-8,撒湿冰或冰水冷却
7204,303-04-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7205,3034-19-3,隔离泄漏污染区，限制出入
7206,3034-19-3,消除所有点火源
7207,3034-19-3,建议应急处理人员戴防尘口罩，穿防毒、防静电服，戴橡胶手套
7208,3034-19-3,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7209,3034-19-3,尽可能切断泄漏源
7210,3034-19-3,用塑料布覆盖泄漏物，减少飞散
7211,3034-19-3,勿使水进入包装容器内
7212,3034-19-3,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
7213,30525-89-4,隔离泄漏污染区，限制出入
7214,30525-89-4,切断火源
7215,30525-89-4,建议应急处理人员戴防尘面具（全面罩），穿防毒服
7216,30525-89-4,用砂土、干燥石灰或苏打灰混合
7217,30525-89-4,小心扫起，转移至安全场所
7218,30525-89-4,若大量泄漏，用塑料布、帆布覆盖
7219,30525-89-4,收集回收或运至废物处理场所处置
7220,3054-95-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7221,3054-95-3,切断火源
7222,3054-95-3,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
7223,3054-95-3,尽可能切断泄漏源
7224,3054-95-3,防止流入下水道、排洪沟等限制性空间
7225,3054-95-3,小量泄漏：用砂土、干燥石灰或苏打灰混合
7226,3054-95-3,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7227,3054-95-3,大量泄漏：构筑围堤或挖坑收容
7228,3054-95-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7229,307-35-7,"ELIMINATE all ignition sources. Do not touch damaged containers or spilled material unless wearing appropriate protective clothing. Stop leak if you can do it without risk. Absorb or cover with dry earth, sand or other non-combustible material and transfer to containers. DO NOT GET WATER INSIDE CONTAINERS."
7230,3087-36-3,消除所有点火源
7231,3087-36-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7232,3087-36-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
7233,3087-36-3,作业时使用的所有设备应接地
7234,3087-36-3,禁止接触或跨越泄漏物
7235,3087-36-3,尽可能切断泄漏源
7236,3087-36-3,防止泄漏物进入水体、下水道、地下室或限制性空间
7237,3087-36-3,小量泄漏：用砂土或其他不燃材料吸收
7238,3087-36-3,使用洁净的无火花工具收集吸收材料
7239,3087-36-3,大量泄漏：构筑围堤或挖坑收容
7240,3087-36-3,用防爆泵转移至槽车或专用收集器内
7241,3087-37-4,消除所有点火源
7242,3087-37-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7243,3087-37-4,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
7244,3087-37-4,作业时使用的所有设备应接地
7245,3087-37-4,禁止接触或跨越泄漏物
7246,3087-37-4,尽可能切断泄漏源
7247,3087-37-4,防止泄漏物进入水体、下水道、地下室或限制性空间
7248,3087-37-4,小量泄漏：用砂土或其他不燃材料吸收
7249,3087-37-4,使用洁净的无火花工具收集吸收材料
7250,3087-37-4,大量泄漏：构筑围堤或挖坑收容
7251,3087-37-4,用砂土、惰性物质或蛭石吸收大量液体
7252,3087-37-4,用泡沫覆盖，减少蒸发
7253,3087-37-4,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7254,3087-37-4,用防爆泵转移至槽车或专用收集器内
7255,309-00-2,隔离泄漏污染区，限制出入
7256,309-00-2,切断火源
7257,309-00-2,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7258,309-00-2,用洁净的铲子收集于干燥、洁净、有盖的容器中，转移至安全场所
7259,309-00-2,若大量泄漏，收集回收或运至废物处理场所处置
7260,3132-64-7,消除所有点火源
7261,3132-64-7,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7262,3132-64-7,建议应急处理人员戴正压自给式呼吸器，穿防毒、防静电服，戴橡胶手套
7263,3132-64-7,作业时使用的所有设备应接地
7264,3132-64-7,禁止接触或跨越泄漏物
7265,3132-64-7,尽可能切断泄漏源
7266,3132-64-7,防止泄漏物进入水体、下水道、地下室或限制性空间
7267,3132-64-7,小量泄漏：用砂土或其他不燃材料吸收
7268,3132-64-7,使用洁净的无火花工具收集吸收材料
7269,3132-64-7,大量泄漏：构筑围堤或挖坑收容
7270,3132-64-7,用抗溶性泡沫覆盖，减少蒸发
7271,3132-64-7,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7272,3132-64-7,用防爆泵转移至槽车或专用收集器内
7273,3153-36-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7274,3153-36-4,消除所有点火源
7275,3153-36-4,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
7276,3153-36-4,作业时使用的所有设备应接地
7277,3153-36-4,禁止接触或跨越泄漏物
7278,3153-36-4,尽可能切断泄漏源
7279,3153-36-4,防止泄漏物进入水体、下水道、地下室或限制性空间
7280,3153-36-4,小量泄漏：用砂土或其他不燃材料吸收
7281,3153-36-4,使用洁净的无火花工具收集吸收材料
7282,3153-36-4,大量泄漏：构筑围堤或挖坑收容
7283,3153-36-4,用泡沫覆盖，减少蒸发
7284,3153-36-4,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7285,3153-36-4,用防爆泵转移至槽车或专用收集器内
7286,3165-93-3,隔离泄漏污染区，限制出入
7287,3165-93-3,切断火源
7288,3165-93-3,建议应急处理人员戴防尘口罩，穿防毒服
7289,3165-93-3,不要直接接触泄漏物
7290,3165-93-3,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
7291,3165-93-3,大量泄漏：收集回收或运至废物处理场所处置
7292,3178-22-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7293,3178-22-1,切断火源
7294,3178-22-1,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7295,3178-22-1,不要直接接触泄漏物
7296,3178-22-1,尽可能切断泄漏源
7297,3178-22-1,防止流入下水道、排洪沟等限制性空间
7298,3178-22-1,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7299,3178-22-1,大量泄漏：构筑围堤或挖坑收容
7300,3178-22-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7301,3179-63-3,消除所有点火源
7302,3179-63-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7303,3179-63-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶手套
7304,3179-63-3,作业时使用的所有设备应接地
7305,3179-63-3,禁止接触或跨越泄漏物
7306,3179-63-3,尽可能切断泄漏源
7307,3179-63-3,防止泄漏物进入水体、下水道、地下室或限制性空间
7308,3179-63-3,小量泄漏：用砂土或其他不燃材料吸收
7309,3179-63-3,使用洁净的无火花工具收集吸收材料
7310,3179-63-3,大量泄漏：构筑围堤或挖坑收容
7311,3179-63-3,用泡沫覆盖，减少蒸发
7312,3179-63-3,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7313,3179-63-3,用防爆泵转移至槽车或专用收集器内
7314,3188-13-4,消除所有点火源
7315,3188-13-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7316,3188-13-4,建议应急处理人员戴正压自给式呼吸器，穿防毒、防静电服
7317,3188-13-4,作业时使用的所有设备应接地
7318,3188-13-4,禁止接触或跨越泄漏物
7319,3188-13-4,尽可能切断泄漏源
7320,3188-13-4,防止泄漏物进入水体、下水道、地下室或限制性空间
7321,3188-13-4,小量泄漏：用砂土或其他不燃材料吸收
7322,3188-13-4,使用洁净的无火花工具收集吸收材料
7323,3188-13-4,大量泄漏：构筑围堤或挖坑收容
7324,3188-13-4,用抗溶性泡沫覆盖，减少蒸发
7325,3188-13-4,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7326,3188-13-4,用防爆泵转移至槽车或专用收集器内
7327,32315-10-9,"Clean up spills immediately, using the appropriate protective equipment. Sweep up or absorb material, then place into a suitable clean, dry, closed container for disposal. Avoid generating dusty conditions. Provide ventilation."
7328,327-98-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7329,327-98-0,切断火源
7330,327-98-0,建议应急处理人员戴自给式呼吸器，穿防毒服
7331,327-98-0,不要直接接触泄漏物
7332,327-98-0,尽可能切断泄漏源
7333,327-98-0,防止流入下水道、排洪沟等限制性空间
7334,327-98-0,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7335,327-98-0,大量泄漏：构筑围堤或挖坑收容
7336,327-98-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7337,32749-94-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7338,32749-94-3,切断火源
7339,32749-94-3,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7340,32749-94-3,尽可能切断泄漏源
7341,32749-94-3,防止流入下水道、排洪沟等限制性空间
7342,32749-94-3,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7343,32749-94-3,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7344,32749-94-3,大量泄漏：构筑围堤或挖坑收容
7345,32749-94-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7346,3282-30-2,迅速撤离泄漏污染区人员至安全区，严格限制出入
7347,3282-30-2,切断火源
7348,3282-30-2,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7349,3282-30-2,不要直接接触泄漏物
7350,3282-30-2,尽可能切断泄漏源
7351,3282-30-2,防止流入下水道、排洪沟等限制性空间
7352,3282-30-2,小量泄漏：用砂土、干燥石灰或苏打灰混合
7353,3282-30-2,大量泄漏：构筑围堤或挖坑收容
7354,3282-30-2,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7355,329-01-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7356,329-01-1,切断火源
7357,329-01-1,建议应急处理人员戴自给式呼吸器，穿防静电工作服
7358,329-01-1,不要直接接触泄漏物
7359,329-01-1,尽可能切断泄漏源
7360,329-01-1,防止流入下水道、排洪沟等限制性空间
7361,329-01-1,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7362,329-01-1,大量泄漏：构筑围堤或挖坑收容
7363,329-01-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7364,329-71-5,隔离泄漏污染区，限制出入
7365,329-71-5,切断火源
7366,329-71-5,建议应急处理人员戴防尘口罩，穿全棉防毒服
7367,329-71-5,不要直接接触泄漏物
7368,329-71-5,小量泄漏：避免扬尘，小心扫起，收集于干燥、洁净、有盖的容器中
7369,329-71-5,大量泄漏：收集回收或运至废物处理场所处置
7370,334-88-3,根据气体的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7371,334-88-3,消除所有点火源
7372,334-88-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶手套
7373,334-88-3,作业时使用的所有设备应接地
7374,334-88-3,禁止接触或跨越泄漏物
7375,334-88-3,尽可能切断泄漏源
7376,334-88-3,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
7377,334-88-3,禁止用水直接冲击泄漏物或泄漏源
7378,334-88-3,防止气体通过下水道、通风系统和限制性空间扩散
7379,334-88-3,隔离泄漏区直至气体散尽
7380,34018-28-5,隔离泄漏污染区，限制出入
7381,34018-28-5,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
7382,34018-28-5,勿使泄漏物与可燃物质(如木材、纸、油等)接触
7383,34018-28-5,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7384,34018-28-5,尽可能切断泄漏源
7385,34018-28-5,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
7386,348-51-6,"Absorb spill with inert material, (e.g., dry sand or earth), then place into a chemical waste container. Avoid runoff into storm sewers and ditches which lead to waterways. Clean up spills immediately, using the appropriate protective equipment. Remove all sources of ignition. Use a spark-proof tool. Provide ventilation. A vapor suppressing foam may be used to reduce vapors."
7387,348-54-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7388,348-54-9,切断火源
7389,348-54-9,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7390,348-54-9,不要直接接触泄漏物
7391,348-54-9,尽可能切断泄漏源
7392,348-54-9,防止流入下水道、排洪沟等限制性空间
7393,348-54-9,小量泄漏：用砂土吸收
7394,348-54-9,大量泄漏：构筑围堤或挖坑收容
7395,348-54-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7396,3497-00-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7397,3497-00-5,切断火源
7398,3497-00-5,建议应急处理人员戴自给正压式呼吸器，穿防酸碱工作服
7399,3497-00-5,尽可能切断泄漏源
7400,3497-00-5,防止流入下水道、排洪沟等限制性空间
7401,3497-00-5,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7402,3497-00-5,大量泄漏：构筑围堤或挖坑收容
7403,3497-00-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7404,352-32-9,消除所有点火源
7405,352-32-9,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7406,352-32-9,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
7407,352-32-9,作业时使用的所有设备应接地
7408,352-32-9,禁止接触或跨越泄漏物
7409,352-32-9,尽可能切断泄漏源
7410,352-32-9,防止泄漏物进入水体、下水道、地下室或限制性空间
7411,352-32-9,小量泄漏：用砂土或其他不燃材料吸收
7412,352-32-9,使用洁净的无火花工具收集吸收材料
7413,352-32-9,大量泄漏：构筑围堤或挖坑收容
7414,352-32-9,用泡沫覆盖，减少蒸发
7415,352-32-9,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7416,352-32-9,用防爆泵转移至槽车或专用收集器内
7417,352-33-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7418,352-33-0,切断火源
7419,352-33-0,建议应急处理人员戴自给式呼吸器，穿防静电工作服
7420,352-33-0,不要直接接触泄漏物
7421,352-33-0,尽可能切断泄漏源
7422,352-33-0,防止流入下水道、排洪沟等限制性空间
7423,352-33-0,小量泄漏：用砂土吸收
7424,352-33-0,大量泄漏：构筑围堤或挖坑收容
7425,352-33-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7426,352-70-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7427,352-70-5,切断火源
7428,352-70-5,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
7429,352-70-5,尽可能切断泄漏源
7430,352-70-5,防止流入下水道、排洪沟等限制性空间
7431,352-70-5,小量泄漏：用砂土、干燥石灰或苏打灰混合
7432,352-70-5,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7433,352-70-5,大量泄漏：构筑围堤或挖坑收容
7434,352-70-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7435,352-93-2,消除所有点火源
7436,352-93-2,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7437,352-93-2,建议应急处理人员戴正压自给式呼吸器，穿防静电服，戴橡胶耐油手套
7438,352-93-2,作业时使用的所有设备应接地
7439,352-93-2,禁止接触或跨越泄漏物
7440,352-93-2,尽可能切断泄漏源
7441,352-93-2,防止泄漏物进入水体、下水道、地下室或限制性空间
7442,352-93-2,小量泄漏：用砂土或其他不燃材料吸收
7443,352-93-2,使用洁净的无火花工具收集吸收材料
7444,352-93-2,大量泄漏：构筑围堤或挖坑收容
7445,352-93-2,用抗溶性泡沫覆盖，减少蒸发
7446,352-93-2,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7447,352-93-2,用防爆泵转移至槽车或专用收集器内
7448,3522-94-9,消除所有点火源
7449,3522-94-9,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7450,3522-94-9,建议应急处理人员戴正压自给式呼吸器，穿防静电服
7451,3522-94-9,作业时使用的所有设备应接地
7452,3522-94-9,禁止接触或跨越泄漏物
7453,3522-94-9,尽可能切断泄漏源
7454,3522-94-9,防止泄漏物进入水体、下水道、地下室或限制性空间
7455,3522-94-9,小量泄漏：用砂土或其他不燃材料吸收
7456,3522-94-9,使用洁净的无火花工具收集吸收材料
7457,3522-94-9,大量泄漏：构筑围堤或挖坑收容
7458,3522-94-9,用泡沫覆盖，减少蒸发
7459,3522-94-9,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7460,3522-94-9,用防爆泵转移至槽车或专用收集器内
7461,35223-80-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7462,35223-80-4,消除所有点火源
7463,35223-80-4,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
7464,35223-80-4,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7465,35223-80-4,尽可能切断泄漏源
7466,35223-80-4,防止泄漏物进入水体、下水道、地下室或限
7467,35223-80-4,制性空间
7468,35223-80-4,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
7469,35223-80-4,大量泄漏：构筑围堤或挖坑收容
7470,35223-80-4,用泵转移至槽车或专用收集器内
7471,353-36-6,消除所有点火源
7472,353-36-6,根据气体的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7473,353-36-6,建议应急处理人员戴正压自给式呼吸器，穿防静电服
7474,353-36-6,液化气体泄漏时穿防静电、防寒服
7475,353-36-6,作业时使用的所有设备应接地
7476,353-36-6,禁止接触或跨越泄漏物
7477,353-36-6,尽可能切断泄漏源
7478,353-36-6,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
7479,353-36-6,禁止用水直接冲击泄漏物或泄漏源
7480,353-36-6,防止气体通过下水道、通风系统和限制性空间扩散
7481,353-36-6,隔离泄漏区直至气体散尽
7482,353-50-4,迅速撤离泄漏污染区人员至上风处，并立即进行隔离，小泄漏时隔离150m，大泄漏时隔离450m，严格限制出入
7483,353-50-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7484,353-50-4,从上风处进入现场
7485,353-50-4,尽可能切断泄漏源
7486,353-50-4,合理通风，加速扩散
7487,353-50-4,漏气容器要妥善处理，修复、检验后再用
7488,353-59-3,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
7489,353-59-3,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7490,353-59-3,从上风处进入现场
7491,353-59-3,尽可能切断泄漏源
7492,353-59-3,如有可能，将漏气的容器移至空旷处，注意通风
7493,353-59-3,漏气容器要妥善处理，修复、检验后再用
7494,354-32-5,迅速撤离泄漏污染区人员至上风处，并立即隔离150m，严格限制出入
7495,354-32-5,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7496,354-32-5,从上风处进入现场
7497,354-32-5,尽可能切断泄漏源
7498,354-32-5,用工业覆盖层或吸附/ 吸收剂盖住泄漏点附近的下水道等地方，防止气体进入
7499,354-32-5,漏气容器要妥善处理，修复、检验后再用
7500,360-89-4,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
7501,360-89-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7502,360-89-4,尽可能切断泄漏源
7503,360-89-4,合理通风，加速扩散
7504,360-89-4,如有可能，将漏气的容器移至空旷处，注意通风
7505,360-89-4,漏气容器要妥善处理，修复、检验后再用
7506,36355-01-8,隔离泄漏污染区，限制出入
7507,36355-01-8,切断火源
7508,36355-01-8,建议应急处理人员戴防尘口罩，穿一般作业工作服
7509,36355-01-8,不要直接接触泄漏物
7510,36355-01-8,小量泄漏：小心扫起，转移至安全场所
7511,36355-01-8,大量泄漏：收集回收或运至废物处理场所处置
7512,3638-73-1,隔离泄漏污染区，限制出入
7513,3638-73-1,切断火源
7514,3638-73-1,建议应急处理人员戴防尘口罩，穿防毒服
7515,3638-73-1,不要直接接触泄漏物
7516,3638-73-1,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
7517,3638-73-1,大量泄漏：收集回收或运至废物处理场所处置
7518,367-11-3,消除所有点火源
7519,367-11-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7520,367-11-3,建议应急处理人员戴正压自给式呼吸器，穿防静电服
7521,367-11-3,作业时使用的所有设备应接地
7522,367-11-3,禁止接触或跨越泄漏物
7523,367-11-3,尽可能切断泄漏源
7524,367-11-3,防止泄漏物进入水体、下水道、地下室或限制性空间
7525,367-11-3,小量泄漏：用砂土或其他不燃材料吸收
7526,367-11-3,使用洁净的无火花工具收集吸收材料
7527,367-11-3,大量泄漏：构筑围堤或挖坑收容
7528,367-11-3,用泡沫覆盖，减少蒸发
7529,367-11-3,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7530,367-11-3,用防爆泵转移至槽车或专用收集器内
7531,3689-24-5,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7532,3689-24-5,切断火源
7533,3689-24-5,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7534,3689-24-5,尽可能切断泄漏源
7535,3689-24-5,防止流入下水道、排洪沟等限制性空间
7536,3689-24-5,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7537,3689-24-5,大量泄漏：构筑围堤或挖坑收容
7538,3689-24-5,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7539,371-40-4,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7540,371-40-4,消除所有点火源
7541,371-40-4,建议应急处理人员戴正压自给式呼吸器，穿防毒服，戴橡胶耐油手套
7542,371-40-4,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7543,371-40-4,尽可能切断泄漏源
7544,371-40-4,防止泄漏物进入水体、下水道、地下室或限制性空间
7545,371-40-4,小量泄漏：用干燥的砂土或其他不燃材料吸收或覆盖，收集于容器中
